trait,target_island,cal_fraction,n_cal_samples,repeat,split_seed,subset,ringnr
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8730953
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8L48555
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8730973
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8L89994
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8981536
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8573281
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8L89998
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M31739
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M31737
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8N72487
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8681472
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M72014
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8730563
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8934471
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8N06028
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M71672
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8P14665
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M72327
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8L64256
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8917977
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8M31041
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8730945
tarsus,3,0.20618556701030927,40,5,1962987321,cal,8L64840
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747135
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L64839
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N72208
tarsus,3,0.20618556701030927,40,5,1962987321,test,8887422
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N27901
tarsus,3,0.20618556701030927,40,5,1962987321,test,8934875
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L30819
tarsus,3,0.20618556701030927,40,5,1962987321,test,8651600
tarsus,3,0.20618556701030927,40,5,1962987321,test,8730959
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747158
tarsus,3,0.20618556701030927,40,5,1962987321,test,8943473
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L52619
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N05946
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L89995
tarsus,3,0.20618556701030927,40,5,1962987321,test,8939419
tarsus,3,0.20618556701030927,40,5,1962987321,test,8730922
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747374
tarsus,3,0.20618556701030927,40,5,1962987321,test,8M72224
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N72488
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L57729
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N72040
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N14718
tarsus,3,0.20618556701030927,40,5,1962987321,test,8681237
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N87284
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L30809
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747287
tarsus,3,0.20618556701030927,40,5,1962987321,test,8917929
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L48574
tarsus,3,0.20618556701030927,40,5,1962987321,test,8730957
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747497
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N87228
tarsus,3,0.20618556701030927,40,5,1962987321,test,8M72326
tarsus,3,0.20618556701030927,40,5,1962987321,test,8934883
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747375
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L64266
tarsus,3,0.20618556701030927,40,5,1962987321,test,8730952
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747286
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L64398
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N72114
tarsus,3,0.20618556701030927,40,5,1962987321,test,8681249
tarsus,3,0.20618556701030927,40,5,1962987321,test,8747498
tarsus,3,0.20618556701030927,40,5,1962987321,test,8N06186
tarsus,3,0.20618556701030927,40,5,1962987321,test,8L30388
tarsus,3,0.20618556701030927,40,5,1962987321,test,8934215
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N72490
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747288
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M72243
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730551
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8P14620
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8981955
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N05724
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L64372
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8598592
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N72040
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747497
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L52241
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M72013
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L64840
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71673
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8573989
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L30819
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681473
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730554
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L30832
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8887422
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681472
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8573281
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730931
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747281
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8934215
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71735
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8943761
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L19506
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681248
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N13745
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71700
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M72259
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N14718
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N14733
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L30388
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747287
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681384
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L57927
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M31041
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8939475
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8917929
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L19688
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L52619
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747135
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8981310
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L19505
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8598790
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M72014
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N14806
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8934473
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71672
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N87995
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8887130
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M72323
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730973
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L19656
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8939460
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681479
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8651783
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L57701
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8939544
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N87226
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N06028
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N42229
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71674
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M31739
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8M71765
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730564
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8651784
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730553
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8747374
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8917840
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8934808
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8943164
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N72487
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8N72488
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8730972
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8L64397
tarsus,3,0.41237113402061853,80,5,1703470880,cal,8681249
tarsus,3,0.41237113402061853,80,5,1703470880,test,8747158
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730945
tarsus,3,0.41237113402061853,80,5,1703470880,test,8N72245
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L64812
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730932
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730563
tarsus,3,0.41237113402061853,80,5,1703470880,test,8M72036
tarsus,3,0.41237113402061853,80,5,1703470880,test,8M31035
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730922
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L19569
tarsus,3,0.41237113402061853,80,5,1703470880,test,8747088
tarsus,3,0.41237113402061853,80,5,1703470880,test,8M72120
tarsus,3,0.41237113402061853,80,5,1703470880,test,8934883
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L64839
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730974
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730951
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L30848
tarsus,3,0.41237113402061853,80,5,1703470880,test,8917814
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L19595
tarsus,3,0.41237113402061853,80,5,1703470880,test,8934472
tarsus,3,0.41237113402061853,80,5,1703470880,test,8943496
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L64169
tarsus,3,0.41237113402061853,80,5,1703470880,test,8747161
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L57729
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730548
tarsus,3,0.41237113402061853,80,5,1703470880,test,8934875
tarsus,3,0.41237113402061853,80,5,1703470880,test,8N13333
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L48574
tarsus,3,0.41237113402061853,80,5,1703470880,test,8730547
tarsus,3,0.41237113402061853,80,5,1703470880,test,8857946
tarsus,3,0.41237113402061853,80,5,1703470880,test,8747498
tarsus,3,0.41237113402061853,80,5,1703470880,test,8681236
tarsus,3,0.41237113402061853,80,5,1703470880,test,8934471
tarsus,3,0.41237113402061853,80,5,1703470880,test,8N87228
tarsus,3,0.41237113402061853,80,5,1703470880,test,8N28550
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L64175
tarsus,3,0.41237113402061853,80,5,1703470880,test,8N06029
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L48555
tarsus,3,0.41237113402061853,80,5,1703470880,test,8943474
tarsus,3,0.41237113402061853,80,5,1703470880,test,8681385
tarsus,3,0.41237113402061853,80,5,1703470880,test,8681240
tarsus,3,0.41237113402061853,80,5,1703470880,test,8L19568
tarsus,3,0.41237113402061853,80,5,1703470880,test,8681237
tarsus,3,0.41237113402061853,80,5,1703470880,test,8M72021
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747088
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72036
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8939460
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72014
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L19505
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747135
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L19568
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747158
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N72487
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681477
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M71673
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64256
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934808
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8939475
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N87284
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730952
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L30819
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M71735
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L89994
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L57701
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N13745
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747498
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934883
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L48555
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N13333
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N87228
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8981956
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L57927
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747281
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M71672
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8939442
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747374
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934472
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L30832
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N06028
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681248
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8857946
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8651600
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747287
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934875
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730922
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8981929
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64856
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934474
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8917841
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681249
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N05567
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730563
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L30848
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681385
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L19506
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747161
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681384
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934231
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72259
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L30388
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934039
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8598579
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8573989
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730552
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8943761
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64397
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747286
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64398
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N87226
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N06020
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8917977
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N13496
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L52241
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M31112
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730553
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730564
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L48574
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730927
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N72488
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N72448
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64839
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681479
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L30829
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8681237
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8939419
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L89995
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8P11058
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8934473
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730972
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8N72114
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64266
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730551
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8651511
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72120
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L52619
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72021
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8747288
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72326
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8730959
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8981310
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64812
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72037
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M31035
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8573815
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8P14620
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8651786
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L89998
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L57729
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8L64372
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8939824
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M72013
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8651783
tarsus,3,0.7731958762886598,150,5,1219776830,cal,8M31737
