Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378213
Array task ID: 14
The job was run on these nodes: idun-04-20
[I 2026-05-04 00:16:55,976] Trial 0 finished with value: 0.16241115112550544 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.16241115112550544.
[I 2026-05-04 02:56:29,136] Trial 65 finished with value: 0.16860667534405638 and parameters: {'alpha': 948395.9673187153, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0030765228876360883, 'iw_n_components': 80, 'iw_logistic_c': 9.368897378387593e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 02:59:18,917] Trial 66 finished with value: 0.15348795709888885 and parameters: {'alpha': 1162495.8677898077, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0006729614698338467, 'iw_n_components': 80, 'iw_logistic_c': 9.924597984550145e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:01:58,003] Trial 67 finished with value: 0.16841110695804332 and parameters: {'alpha': 1497475.6925584297, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.043353923397158045, 'iw_n_components': 80, 'iw_logistic_c': 0.00028719937353742357, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:04:36,578] Trial 68 finished with value: 0.15861225006659546 and parameters: {'alpha': 774281.1537509022, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0014803787975629465, 'iw_n_components': 60, 'iw_logistic_c': 0.026600034540958297, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:07:06,614] Trial 69 finished with value: 0.16600869774544458 and parameters: {'alpha': 2172502.6789080496, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.004857773241545274, 'iw_n_components': 50, 'iw_logistic_c': 2.327324173536541e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:09:53,282] Trial 70 finished with value: 0.16769821413109082 and parameters: {'alpha': 1334207.617201186, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00820939982398757, 'iw_n_components': 80, 'iw_logistic_c': 0.8226947504249815, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:12:29,230] Trial 71 finished with value: 0.16811059218185362 and parameters: {'alpha': 976103.9146862123, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0025873271885410586, 'iw_n_components': 80, 'iw_logistic_c': 6.924541017310267e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:15:05,166] Trial 72 finished with value: 0.1674815903307956 and parameters: {'alpha': 846809.1709481633, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.000868396874190483, 'iw_n_components': 80, 'iw_logistic_c': 1.0818624591825775e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:17:43,058] Trial 73 finished with value: 0.16591661073699748 and parameters: {'alpha': 1503241.8289857656, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0012128897574027707, 'iw_n_components': 80, 'iw_logistic_c': 6.364063561447966e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:20:19,326] Trial 74 finished with value: 0.15138850222105013 and parameters: {'alpha': 1063372.7108043563, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0030910723840923064, 'iw_n_components': 80, 'iw_logistic_c': 2.604509539001847e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:22:56,150] Trial 75 finished with value: 0.1682531555817186 and parameters: {'alpha': 1310979.805126807, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0018053303450029767, 'iw_n_components': 80, 'iw_logistic_c': 2.512069396420872e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:25:25,591] Trial 76 finished with value: 0.1670175138720324 and parameters: {'alpha': 1722166.640741349, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012727331626706348, 'iw_n_components': 40, 'iw_logistic_c': 4.376237961513479e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:28:01,842] Trial 77 finished with value: 0.16065334933500003 and parameters: {'alpha': 671215.19429477, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03494805364143378, 'iw_n_components': 80, 'iw_logistic_c': 9.21318427070587e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:28:29,023] Trial 78 finished with value: 0.14200986060603085 and parameters: {'alpha': 126911.96656240744, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:31:04,622] Trial 79 finished with value: 0.14747575900265716 and parameters: {'alpha': 1124581.090283762, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02321284192794754, 'iw_n_components': 80, 'iw_logistic_c': 3.912076406590361e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:33:29,171] Trial 80 finished with value: 0.14693119204632735 and parameters: {'alpha': 2565262.144542322, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.045455647687279596, 'iw_n_components': 20, 'iw_logistic_c': 3.6921972752941465e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:36:06,301] Trial 81 finished with value: 0.17024569285019878 and parameters: {'alpha': 1758926.1874605247, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.028298080897100477, 'iw_n_components': 80, 'iw_logistic_c': 1.3484160319808342e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:38:44,493] Trial 82 finished with value: 0.1669068453767268 and parameters: {'alpha': 1516698.9735528966, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.035155702832129355, 'iw_n_components': 80, 'iw_logistic_c': 0.0001236667793150685, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:41:20,735] Trial 83 finished with value: 0.16956580407467953 and parameters: {'alpha': 2039692.1462060828, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.025687271706016132, 'iw_n_components': 80, 'iw_logistic_c': 1.7831697230853076e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:43:56,550] Trial 84 finished with value: 0.16878804360928984 and parameters: {'alpha': 2104556.627773686, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.026976790020077503, 'iw_n_components': 80, 'iw_logistic_c': 1.7342248948334506e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:46:16,792] Trial 85 finished with value: 0.15804299457486373 and parameters: {'alpha': 2482911.377848092, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.038983911367118367, 'iw_n_components': 10, 'iw_logistic_c': 1.9880758618847908e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:48:52,758] Trial 86 finished with value: 0.16795662798389563 and parameters: {'alpha': 1789174.570584443, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.019354930441849466, 'iw_n_components': 80, 'iw_logistic_c': 4.5793253558046236e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:51:17,289] Trial 87 finished with value: 0.1572989427894016 and parameters: {'alpha': 2006127.0509955178, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.031368747459039774, 'iw_n_components': 30, 'iw_logistic_c': 4.849302138837066e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:53:52,997] Trial 88 finished with value: 0.16983044563757327 and parameters: {'alpha': 2180834.3298530257, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.042180482921676414, 'iw_n_components': 80, 'iw_logistic_c': 2.0497432393227763e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:56:24,367] Trial 89 finished with value: 0.14982967040661183 and parameters: {'alpha': 2879555.6858692104, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.024509231903649245, 'iw_n_components': 50, 'iw_logistic_c': 8.300547041019257e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:56:51,404] Trial 90 finished with value: 0.1386009194774414 and parameters: {'alpha': 2301151.959962228, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 35 with value: 0.17027989599271182.
[I 2026-05-04 03:59:27,113] Trial 91 finished with value: 0.17082180768898325 and parameters: {'alpha': 1613487.5584901394, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04150589774044477, 'iw_n_components': 80, 'iw_logistic_c': 1.8610971774888704e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 91 with value: 0.17082180768898325.
[I 2026-05-04 04:02:02,856] Trial 92 finished with value: 0.16971999862855291 and parameters: {'alpha': 1885879.3640851276, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.043707469397165036, 'iw_n_components': 80, 'iw_logistic_c': 1.9542145573945344e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 91 with value: 0.17082180768898325.
[I 2026-05-04 04:04:38,796] Trial 93 finished with value: 0.1705144912851027 and parameters: {'alpha': 1642178.7522903124, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.036542652904601874, 'iw_n_components': 80, 'iw_logistic_c': 1.73408030525624e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 91 with value: 0.17082180768898325.
[I 2026-05-04 04:07:14,970] Trial 94 finished with value: 0.1698281340438049 and parameters: {'alpha': 1611462.9393153784, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.036716389764444565, 'iw_n_components': 80, 'iw_logistic_c': 2.445426931881054e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 91 with value: 0.17082180768898325.
[I 2026-05-04 04:09:50,580] Trial 95 finished with value: 0.17111160950213372 and parameters: {'alpha': 1664186.8452381105, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03686386507825788, 'iw_n_components': 80, 'iw_logistic_c': 1.9477854546243256e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:12:26,113] Trial 96 finished with value: 0.1699753899133899 and parameters: {'alpha': 1863249.956289369, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.035900169313593376, 'iw_n_components': 80, 'iw_logistic_c': 2.042831354006305e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:14:56,030] Trial 97 finished with value: 0.169812803914907 and parameters: {'alpha': 1617550.1501047874, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03642654672383879, 'iw_n_components': 60, 'iw_logistic_c': 2.920161151072104e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:17:26,124] Trial 98 finished with value: 0.16863607634712585 and parameters: {'alpha': 1601609.5101889211, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03552121193177177, 'iw_n_components': 60, 'iw_logistic_c': 3.198868280182591e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:19:57,848] Trial 99 finished with value: 0.16374136470478184 and parameters: {'alpha': 1706918.8876109684, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03650080892767001, 'iw_n_components': 60, 'iw_logistic_c': 0.00012303559241650506, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:22:29,962] Trial 100 finished with value: 0.16710478648640112 and parameters: {'alpha': 1321965.1610226883, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03171100377211329, 'iw_n_components': 60, 'iw_logistic_c': 4.267481349985207e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 95 with value: 0.17111160950213372.
[I 2026-05-04 04:25:08,257] Trial 101 finished with value: 0.17138078650839764 and parameters: {'alpha': 1890993.3382699501, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04260009051905201, 'iw_n_components': 80, 'iw_logistic_c': 1.7765284575567948e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 101 with value: 0.17138078650839764.
[I 2026-05-04 04:27:49,648] Trial 102 finished with value: 0.17067672400113337 and parameters: {'alpha': 1833011.1770592185, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04185496708769556, 'iw_n_components': 60, 'iw_logistic_c': 2.9697495320735047e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 101 with value: 0.17138078650839764.
[I 2026-05-04 04:30:46,039] Trial 103 finished with value: 0.16585928698080163 and parameters: {'alpha': 1769049.6027515593, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.043103615388261816, 'iw_n_components': 80, 'iw_logistic_c': 0.00029686463764069435, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 101 with value: 0.17138078650839764.
[I 2026-05-04 04:33:38,931] Trial 104 finished with value: 0.1697386310585055 and parameters: {'alpha': 1851857.2573445775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0295897128149974, 'iw_n_components': 80, 'iw_logistic_c': 1.3551821058832646e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 101 with value: 0.17138078650839764.
[I 2026-05-04 04:36:31,595] Trial 105 finished with value: 0.17149407760535057 and parameters: {'alpha': 1397676.6575944975, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.038707898309166364, 'iw_n_components': 80, 'iw_logistic_c': 5.727486307847077e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:39:17,622] Trial 106 finished with value: 0.14737742593407896 and parameters: {'alpha': 1376870.108053269, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.04924791369080466, 'iw_n_components': 40, 'iw_logistic_c': 3.2615960799620275e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:42:10,444] Trial 107 finished with value: 0.170018497122916 and parameters: {'alpha': 2204634.721102386, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04458801295776058, 'iw_n_components': 80, 'iw_logistic_c': 6.074216318533602e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:44:48,643] Trial 108 finished with value: 0.1566426880998463 and parameters: {'alpha': 2422481.8919449435, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03261568653356773, 'iw_n_components': 20, 'iw_logistic_c': 1.4506041566997055e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:45:19,175] Trial 109 finished with value: 0.14009705530231695 and parameters: {'alpha': 1232290.6452857465, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:47:54,946] Trial 110 finished with value: 0.16367331351899578 and parameters: {'alpha': 1942444.0735920456, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03958124515362933, 'iw_n_components': 10, 'iw_logistic_c': 6.268997762131753e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:50:49,207] Trial 111 finished with value: 0.1700619129702337 and parameters: {'alpha': 2214446.2543955683, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04323650559990671, 'iw_n_components': 80, 'iw_logistic_c': 6.536576383202327e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:53:43,810] Trial 112 finished with value: 0.17117463305119646 and parameters: {'alpha': 2188539.821991668, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02797039057066619, 'iw_n_components': 80, 'iw_logistic_c': 7.5282372397652005e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:56:38,440] Trial 113 finished with value: 0.16976574608769854 and parameters: {'alpha': 2220268.960667646, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.044340106946699986, 'iw_n_components': 80, 'iw_logistic_c': 5.842463786718653e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 04:59:32,467] Trial 114 finished with value: 0.15061260640705937 and parameters: {'alpha': 2579038.813132474, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027183043003938756, 'iw_n_components': 80, 'iw_logistic_c': 6.195926031991813e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:02:26,574] Trial 115 finished with value: 0.1690909352910583 and parameters: {'alpha': 2089871.624880589, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.033375349901423976, 'iw_n_components': 80, 'iw_logistic_c': 3.4988315854275708e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:05:21,316] Trial 116 finished with value: 0.1590055291271205 and parameters: {'alpha': 1842664.69622252, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.04667368020980185, 'iw_n_components': 80, 'iw_logistic_c': 1.4299359593647722e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:08:15,723] Trial 117 finished with value: 0.16463759260175484 and parameters: {'alpha': 2367015.4128103433, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.022343165056929452, 'iw_n_components': 80, 'iw_logistic_c': 2.1922310548980452e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:11:02,987] Trial 118 finished with value: 0.17127940848788317 and parameters: {'alpha': 1704353.283016216, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04236525211706511, 'iw_n_components': 60, 'iw_logistic_c': 6.882936797983928e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:13:50,045] Trial 119 finished with value: 0.16741046754912817 and parameters: {'alpha': 1682369.8268591682, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0495681858152549, 'iw_n_components': 60, 'iw_logistic_c': 3.872645152683905e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:16:37,209] Trial 120 finished with value: 0.1535766056625805 and parameters: {'alpha': 1416339.201750707, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.04040334313713597, 'iw_n_components': 60, 'iw_logistic_c': 1.2782504882961636e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:19:24,162] Trial 121 finished with value: 0.1712023814952665 and parameters: {'alpha': 1900404.5087924278, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03745709125022022, 'iw_n_components': 60, 'iw_logistic_c': 6.428631820694309e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:22:11,515] Trial 122 finished with value: 0.1706587075554304 and parameters: {'alpha': 1991540.1905821383, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.039297009397073396, 'iw_n_components': 60, 'iw_logistic_c': 7.192576719162795e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:24:58,907] Trial 123 finished with value: 0.17134470950001665 and parameters: {'alpha': 2012951.0652768272, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03792184885526986, 'iw_n_components': 60, 'iw_logistic_c': 8.264673637182305e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:27:45,995] Trial 124 finished with value: 0.17058082948685932 and parameters: {'alpha': 1982611.6738486134, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.039314518157129, 'iw_n_components': 60, 'iw_logistic_c': 1.1908346794245713e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:30:33,126] Trial 125 finished with value: 0.17107896342015216 and parameters: {'alpha': 2001506.8886218017, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03919545277500679, 'iw_n_components': 60, 'iw_logistic_c': 8.253564640631353e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
