Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351982
Array task ID: 7
The job was run on these nodes: idun-03-14
[I 2026-04-28 16:18:26,185] Trial 0 finished with value: 0.16265008411126589 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.16265008411126589.
[I 2026-04-28 19:59:51,173] Trial 60 finished with value: 0.16567163667668872 and parameters: {'alpha': 571264.021676337, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.022914402048992037, 'iw_n_components': 10, 'iw_logistic_c': 0.21889525806767787, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:03:53,152] Trial 61 finished with value: 0.17470661157392858 and parameters: {'alpha': 419194.34000215144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0033006464452846798, 'iw_n_components': 20, 'iw_logistic_c': 9.548004807003913, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:07:42,164] Trial 62 finished with value: 0.17668949281412039 and parameters: {'alpha': 747303.640069341, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.009188911078942147, 'iw_n_components': 20, 'iw_logistic_c': 4.309444082443591, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:11:27,351] Trial 63 finished with value: 0.17570273793958213 and parameters: {'alpha': 502006.32745896373, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.004535277643172221, 'iw_n_components': 20, 'iw_logistic_c': 1.9234338245892033, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:15:14,656] Trial 64 finished with value: 0.1764254271484765 and parameters: {'alpha': 641131.5984348663, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.017777618932748828, 'iw_n_components': 20, 'iw_logistic_c': 6.442706570841646, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:19:01,954] Trial 65 finished with value: 0.1750570343660798 and parameters: {'alpha': 982215.2516919717, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.014987215514795057, 'iw_n_components': 20, 'iw_logistic_c': 0.8320827923293596, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:22:15,642] Trial 66 finished with value: 0.16589975073731555 and parameters: {'alpha': 438282.8321710089, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.012476485746638325, 'iw_n_components': 2, 'iw_logistic_c': 2.598288119082818, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:26:02,235] Trial 67 finished with value: 0.1774532837227138 and parameters: {'alpha': 556581.3451903928, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0020294100289210623, 'iw_n_components': 20, 'iw_logistic_c': 6.551090038816751, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:29:50,221] Trial 68 finished with value: -1.0 and parameters: {'alpha': 785845.672911927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.006156279665823831, 'iw_n_components': 20, 'iw_logistic_c': 1.0571789865562384, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:33:46,780] Trial 69 finished with value: 0.17846728545733567 and parameters: {'alpha': 671744.7847448112, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010874332921517101, 'iw_n_components': 30, 'iw_logistic_c': 3.0959137619619703, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:37:35,096] Trial 70 finished with value: 0.16998550756883904 and parameters: {'alpha': 674927.245537597, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011194438372108068, 'iw_n_components': 30, 'iw_logistic_c': 0.4033142293592062, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 41 with value: 0.17961508165888848.
[I 2026-04-28 20:41:50,820] Trial 71 finished with value: 0.18035608494468328 and parameters: {'alpha': 577587.3095146242, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010220768154168064, 'iw_n_components': 30, 'iw_logistic_c': 2.6455064654320792, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 20:46:06,593] Trial 72 finished with value: 0.1755272880311171 and parameters: {'alpha': 842700.2163992646, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009872504604724481, 'iw_n_components': 30, 'iw_logistic_c': 3.0900089996087363, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 20:50:26,547] Trial 73 finished with value: 0.17416872511444662 and parameters: {'alpha': 597817.6231622599, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012750746369146691, 'iw_n_components': 30, 'iw_logistic_c': 1.2564946229715868, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 20:54:35,133] Trial 74 finished with value: 0.17573664579402676 and parameters: {'alpha': 732700.2316303557, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01040532744735921, 'iw_n_components': 30, 'iw_logistic_c': 1.9111945074557868, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 20:58:49,274] Trial 75 finished with value: 0.17778566088377518 and parameters: {'alpha': 638003.5186926994, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009138993028945639, 'iw_n_components': 30, 'iw_logistic_c': 4.314909674009673, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:03:04,108] Trial 76 finished with value: 0.17739216790849804 and parameters: {'alpha': 477043.7961779402, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007718660690519396, 'iw_n_components': 30, 'iw_logistic_c': 0.21751856034924974, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:07:17,189] Trial 77 finished with value: 0.17785335246578893 and parameters: {'alpha': 625477.8938555851, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.008624458292221537, 'iw_n_components': 30, 'iw_logistic_c': 3.856370226749087, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:11:34,224] Trial 78 finished with value: 0.1755266429238244 and parameters: {'alpha': 502654.4727812267, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00845473712165387, 'iw_n_components': 30, 'iw_logistic_c': 0.6706721851277155, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:15:49,877] Trial 79 finished with value: 0.17377818269889828 and parameters: {'alpha': 700230.2430124505, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.007298037761946651, 'iw_n_components': 30, 'iw_logistic_c': 0.011869868569948405, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:20:01,041] Trial 80 finished with value: 0.1682116315890063 and parameters: {'alpha': 98933.92242222028, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.006383614069974797, 'iw_n_components': 30, 'iw_logistic_c': 2.637608977775124, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:24:18,034] Trial 81 finished with value: 0.17730793102100054 and parameters: {'alpha': 655760.1808012635, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009220695843627742, 'iw_n_components': 30, 'iw_logistic_c': 4.29164787777715, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:28:35,545] Trial 82 finished with value: 0.17913268267941304 and parameters: {'alpha': 597894.6723237782, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011867235825790183, 'iw_n_components': 30, 'iw_logistic_c': 0.8346208855149617, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:32:48,591] Trial 83 finished with value: 0.17639227673209576 and parameters: {'alpha': 590178.9878824397, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011989308689107813, 'iw_n_components': 30, 'iw_logistic_c': 0.8188730531677426, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:37:00,283] Trial 84 finished with value: 0.17816970816577318 and parameters: {'alpha': 533118.1393328734, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010837584902124598, 'iw_n_components': 30, 'iw_logistic_c': 1.5273284125485387, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:40:15,080] Trial 85 finished with value: 0.16633815210458072 and parameters: {'alpha': 545625.3668338665, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010782653128145171, 'iw_n_components': 3, 'iw_logistic_c': 0.04674141977299473, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:44:14,675] Trial 86 finished with value: 0.17257940428460417 and parameters: {'alpha': 383904.7914463255, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.014773868675171505, 'iw_n_components': 30, 'iw_logistic_c': 1.64887074572454, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:47:11,806] Trial 87 finished with value: 0.16148354690165506 and parameters: {'alpha': 944734.5003893644, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012651140144201545, 'iw_n_components': 1, 'iw_logistic_c': 0.3878362768583959, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:50:27,837] Trial 88 finished with value: 0.1681041558557926 and parameters: {'alpha': 873134.601619308, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.013479288288439244, 'iw_n_components': 5, 'iw_logistic_c': 1.2066598257230454, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:54:19,543] Trial 89 finished with value: 0.1735698961701191 and parameters: {'alpha': 817626.8120391861, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011503779710846096, 'iw_n_components': 10, 'iw_logistic_c': 0.0007603120385513074, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 21:58:08,892] Trial 90 finished with value: 0.16471011461633847 and parameters: {'alpha': 460571.39509490965, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.009941664381695381, 'iw_n_components': 30, 'iw_logistic_c': 1.3167085365904397e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:02:10,958] Trial 91 finished with value: 0.17587798788070907 and parameters: {'alpha': 533631.2342613455, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0082724912226566, 'iw_n_components': 30, 'iw_logistic_c': 6.739653833126578, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:06:16,347] Trial 92 finished with value: 0.17825495833129884 and parameters: {'alpha': 603079.8687643578, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010709865262658122, 'iw_n_components': 30, 'iw_logistic_c': 2.439141935781291, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:10:27,833] Trial 93 finished with value: 0.17634802457653967 and parameters: {'alpha': 706823.7799451327, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01054693292125919, 'iw_n_components': 30, 'iw_logistic_c': 2.1133569256389175, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:14:33,664] Trial 94 finished with value: 0.1766844608372111 and parameters: {'alpha': 585269.8901087156, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011812060769622844, 'iw_n_components': 30, 'iw_logistic_c': 0.9379470336324214, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:17:48,669] Trial 95 finished with value: 0.1698550897350041 and parameters: {'alpha': 149637.35218318185, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.016243889190817647, 'iw_n_components': 2, 'iw_logistic_c': 0.5320441725265411, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:21:41,070] Trial 96 finished with value: 0.17537805007040266 and parameters: {'alpha': 769598.0176247136, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009663627229004773, 'iw_n_components': 30, 'iw_logistic_c': 0.19342654648457464, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:25:38,177] Trial 97 finished with value: 0.17850357806442735 and parameters: {'alpha': 495882.4693454948, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013296925630761838, 'iw_n_components': 30, 'iw_logistic_c': 2.820442621163037, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:29:34,082] Trial 98 finished with value: 0.17441829662986988 and parameters: {'alpha': 499940.6162480187, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.013638030456529962, 'iw_n_components': 30, 'iw_logistic_c': 1.554516715835974, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:33:28,822] Trial 99 finished with value: 0.17642280297878574 and parameters: {'alpha': 348656.0365850042, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.015180880110803938, 'iw_n_components': 30, 'iw_logistic_c': 2.75157617336753, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:37:25,968] Trial 100 finished with value: 0.17620939392371207 and parameters: {'alpha': 863917.3761467424, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01284038569911047, 'iw_n_components': 30, 'iw_logistic_c': 6.411090355327089, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:40:40,815] Trial 101 finished with value: 0.16390431013497803 and parameters: {'alpha': 523047.2794456146, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010889378471579723, 'iw_n_components': 3, 'iw_logistic_c': 0.7302881823980458, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:44:27,914] Trial 102 finished with value: 0.17773435166211096 and parameters: {'alpha': 564395.7326759287, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.011978539692931238, 'iw_n_components': 20, 'iw_logistic_c': 2.679859258371033, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:48:28,112] Trial 103 finished with value: 0.1774152493364753 and parameters: {'alpha': 668343.8503713888, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02099886589944976, 'iw_n_components': 30, 'iw_logistic_c': 0.2959656845984108, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:51:34,621] Trial 104 finished with value: 0.1662458844122436 and parameters: {'alpha': 626043.3066301843, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.01712619248961084, 'iw_n_components': 1, 'iw_logistic_c': 5.216509854167225, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:54:37,646] Trial 105 finished with value: 0.16284932788701126 and parameters: {'alpha': 460154.3308822636, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00943148772205894, 'iw_n_components': 5, 'iw_logistic_c': 0.0966346213553708, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 22:58:23,163] Trial 106 finished with value: 0.17793085644586784 and parameters: {'alpha': 716756.6050743053, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03709552110004879, 'iw_n_components': 20, 'iw_logistic_c': 1.345430472155727, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:02:10,211] Trial 107 finished with value: 0.17167521137056768 and parameters: {'alpha': 948791.3953740967, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.027200428857268536, 'iw_n_components': 10, 'iw_logistic_c': 0.0032158764655223363, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:05:55,040] Trial 108 finished with value: 0.17411340247478596 and parameters: {'alpha': 808354.3207236668, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.010290664189709224, 'iw_n_components': 20, 'iw_logistic_c': 3.628165375160321, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:09:48,298] Trial 109 finished with value: 0.17371672339141667 and parameters: {'alpha': 398689.3189657846, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0244444592004134, 'iw_n_components': 30, 'iw_logistic_c': 1.8924329793786325, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:13:32,156] Trial 110 finished with value: 0.17869551177852638 and parameters: {'alpha': 594384.6265528653, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011152704159280848, 'iw_n_components': 20, 'iw_logistic_c': 0.42989054006518995, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:17:15,916] Trial 111 finished with value: 0.17849968900378543 and parameters: {'alpha': 602357.3670804171, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011199371159754256, 'iw_n_components': 20, 'iw_logistic_c': 0.45927466104781534, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:21:01,578] Trial 112 finished with value: 0.17911643724318793 and parameters: {'alpha': 606152.3795476625, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011173958989558185, 'iw_n_components': 20, 'iw_logistic_c': 0.6456365086529813, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:24:47,338] Trial 113 finished with value: 0.17930621252527842 and parameters: {'alpha': 583722.9332642074, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011273309276281587, 'iw_n_components': 20, 'iw_logistic_c': 0.429249145721833, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:28:25,710] Trial 114 finished with value: 0.17522884376548153 and parameters: {'alpha': 595793.6379257501, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.011636914475385335, 'iw_n_components': 20, 'iw_logistic_c': 0.00012586805970439923, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:32:09,712] Trial 115 finished with value: 0.17992243285883106 and parameters: {'alpha': 653171.8394797455, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01433253835582169, 'iw_n_components': 20, 'iw_logistic_c': 0.39297097045562673, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:35:53,463] Trial 116 finished with value: 0.17805754632212906 and parameters: {'alpha': 665924.6214738996, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.014420030363969745, 'iw_n_components': 20, 'iw_logistic_c': 0.15130512079045602, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:39:37,027] Trial 117 finished with value: 0.17872370790922387 and parameters: {'alpha': 725278.0580266698, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.013326859244452063, 'iw_n_components': 20, 'iw_logistic_c': 0.4551749373128541, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:43:20,707] Trial 118 finished with value: 0.17714911872278047 and parameters: {'alpha': 738303.230048612, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.012937985137277465, 'iw_n_components': 20, 'iw_logistic_c': 0.4286747777948195, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:47:05,878] Trial 119 finished with value: 0.17985737957965628 and parameters: {'alpha': 570354.3640650475, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.014022430090616834, 'iw_n_components': 20, 'iw_logistic_c': 0.23933787937591178, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
[I 2026-04-28 23:50:54,090] Trial 120 finished with value: 0.176251833184244 and parameters: {'alpha': 246715.2057379238, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.015714470390082908, 'iw_n_components': 20, 'iw_logistic_c': 0.25218708181503663, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.18035608494468328.
