Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351978
Array task ID: 3
The job was run on these nodes: idun-03-24
[I 2026-04-28 16:17:52,448] Trial 0 finished with value: 0.18779389010566966 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.18779389010566966.
[I 2026-04-28 20:08:41,428] Trial 60 finished with value: 0.19482103504913084 and parameters: {'alpha': 405460.1419612177, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004169371455404136, 'iw_n_components': 10, 'iw_logistic_c': 3.209097942621158e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.19510921902600342.
[I 2026-04-28 20:12:40,438] Trial 61 finished with value: 0.19587711948618539 and parameters: {'alpha': 408612.5784031687, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0038396016118844717, 'iw_n_components': 10, 'iw_logistic_c': 2.6964784885146027e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 61 with value: 0.19587711948618539.
[I 2026-04-28 20:16:37,836] Trial 62 finished with value: 0.19609268807962849 and parameters: {'alpha': 397173.672510701, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0035634517141250157, 'iw_n_components': 10, 'iw_logistic_c': 3.042353491384856e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:20:36,402] Trial 63 finished with value: 0.19605447279977503 and parameters: {'alpha': 426429.3708576272, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0033715126168111834, 'iw_n_components': 10, 'iw_logistic_c': 2.388995654866955e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:24:36,181] Trial 64 finished with value: 0.1946157894335145 and parameters: {'alpha': 552221.354260398, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0036080715399470498, 'iw_n_components': 10, 'iw_logistic_c': 2.145778899556477e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:28:36,859] Trial 65 finished with value: 0.19454604319596727 and parameters: {'alpha': 556310.5721159589, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0035304126965748496, 'iw_n_components': 10, 'iw_logistic_c': 2.6363047649156127e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:32:34,696] Trial 66 finished with value: 0.19196065578952082 and parameters: {'alpha': 689334.6237484356, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002624893594786581, 'iw_n_components': 10, 'iw_logistic_c': 3.023540216152679e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:36:31,083] Trial 67 finished with value: 0.19258057867130896 and parameters: {'alpha': 810072.7756446238, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004221072223705873, 'iw_n_components': 10, 'iw_logistic_c': 3.244346110139261e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:40:27,296] Trial 68 finished with value: 0.19388697073949582 and parameters: {'alpha': 415706.9802301829, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005209861733579769, 'iw_n_components': 10, 'iw_logistic_c': 0.00021832790601986453, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:44:20,200] Trial 69 finished with value: 0.19545203137939662 and parameters: {'alpha': 486699.0203309195, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003253340941474815, 'iw_n_components': 10, 'iw_logistic_c': 4.70463761620296e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:48:17,971] Trial 70 finished with value: 0.1935147471704582 and parameters: {'alpha': 513200.4415722998, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0031752203479446443, 'iw_n_components': 20, 'iw_logistic_c': 7.135295215233243e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:52:15,790] Trial 71 finished with value: 0.19540618653335215 and parameters: {'alpha': 455886.32353811665, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003991630292585687, 'iw_n_components': 10, 'iw_logistic_c': 1.9372639178613175e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 20:56:15,234] Trial 72 finished with value: 0.18539087881142213 and parameters: {'alpha': 438506.42986264697, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002668020058751578, 'iw_n_components': 10, 'iw_logistic_c': 1.4217288570049005e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 21:00:16,717] Trial 73 finished with value: 0.1940135470894163 and parameters: {'alpha': 590381.0705169298, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002311767904412255, 'iw_n_components': 10, 'iw_logistic_c': 1.860399802906236e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 21:04:17,795] Trial 74 finished with value: 0.1953535007663342 and parameters: {'alpha': 473108.00377145776, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004906835022509358, 'iw_n_components': 10, 'iw_logistic_c': 5.903899364152699e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609268807962849.
[I 2026-04-28 21:08:17,722] Trial 75 finished with value: 0.1965721603233272 and parameters: {'alpha': 375721.1017755877, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005027221896754983, 'iw_n_components': 10, 'iw_logistic_c': 5.391068785571702e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:11:52,244] Trial 76 finished with value: 0.1902799325244108 and parameters: {'alpha': 375264.96625865094, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004890339051371187, 'iw_n_components': 5, 'iw_logistic_c': 6.425553339659145e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:15:51,205] Trial 77 finished with value: 0.19590685391941623 and parameters: {'alpha': 464872.2478374031, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0033007699128367192, 'iw_n_components': 10, 'iw_logistic_c': 6.421325206709538e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:19:46,950] Trial 78 finished with value: 0.19459268824130221 and parameters: {'alpha': 485495.81518767594, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003181983251164676, 'iw_n_components': 10, 'iw_logistic_c': 3.719876616951707e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:23:20,198] Trial 79 finished with value: 0.18882755000298398 and parameters: {'alpha': 473840.0986000746, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0034773683575128602, 'iw_n_components': 3, 'iw_logistic_c': 6.5408882767687575e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:27:17,166] Trial 80 finished with value: 0.19019644166288457 and parameters: {'alpha': 631560.2855569628, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002461440628145626, 'iw_n_components': 10, 'iw_logistic_c': 1.0622098689309044e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:31:15,319] Trial 81 finished with value: 0.19376285418128433 and parameters: {'alpha': 434281.32941725577, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0058323838630422375, 'iw_n_components': 10, 'iw_logistic_c': 2.0170214778598136e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:35:14,317] Trial 82 finished with value: 0.19468122831621804 and parameters: {'alpha': 500520.4171243333, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00504417966042977, 'iw_n_components': 10, 'iw_logistic_c': 5.822060731755892e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:39:09,778] Trial 83 finished with value: 0.19633116774279397 and parameters: {'alpha': 376325.2350697582, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0039774156379401935, 'iw_n_components': 10, 'iw_logistic_c': 5.2066744918403214e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:42:38,948] Trial 84 finished with value: 0.18871243156922865 and parameters: {'alpha': 376519.3910282622, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002823826621095739, 'iw_n_components': 2, 'iw_logistic_c': 1.1468679189218887e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:46:34,188] Trial 85 finished with value: 0.19603178214636327 and parameters: {'alpha': 348290.6975774444, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0038513313884561695, 'iw_n_components': 10, 'iw_logistic_c': 4.0948899953184045e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:50:29,479] Trial 86 finished with value: 0.1901303529269273 and parameters: {'alpha': 312204.3607091204, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0038946208893233707, 'iw_n_components': 10, 'iw_logistic_c': 4.5250740684535644e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:54:27,299] Trial 87 finished with value: 0.19439085840250103 and parameters: {'alpha': 348648.5002183768, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00431803424228864, 'iw_n_components': 20, 'iw_logistic_c': 1.71078735806308e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 21:58:24,292] Trial 88 finished with value: 0.1965160587483315 and parameters: {'alpha': 385942.96535648016, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003320527330943934, 'iw_n_components': 10, 'iw_logistic_c': 5.099517877361198e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 22:02:19,877] Trial 89 finished with value: 0.1945559454537951 and parameters: {'alpha': 532896.3750741819, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0032469885919125434, 'iw_n_components': 10, 'iw_logistic_c': 4.585132843471908e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 22:05:53,429] Trial 90 finished with value: 0.19255012470916044 and parameters: {'alpha': 391430.1719509056, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0020021477963287878, 'iw_n_components': 5, 'iw_logistic_c': 5.016478172740415e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 22:09:50,217] Trial 91 finished with value: 0.19562559712431596 and parameters: {'alpha': 441545.1662773457, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0028984593381638332, 'iw_n_components': 10, 'iw_logistic_c': 1.5066732264384877e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 22:13:45,134] Trial 92 finished with value: 0.1961729835344139 and parameters: {'alpha': 422828.6810382768, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0028986214927536787, 'iw_n_components': 10, 'iw_logistic_c': 1.033463101328801e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 75 with value: 0.1965721603233272.
[I 2026-04-28 22:17:43,616] Trial 93 finished with value: 0.196886727193854 and parameters: {'alpha': 349706.81099093973, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0028794244716084916, 'iw_n_components': 10, 'iw_logistic_c': 9.336477435840452e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 93 with value: 0.196886727193854.
[I 2026-04-28 22:21:42,552] Trial 94 finished with value: 0.1969166651193537 and parameters: {'alpha': 322672.70860892604, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002390018565063642, 'iw_n_components': 10, 'iw_logistic_c': 1.0031348293775598e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 94 with value: 0.1969166651193537.
[I 2026-04-28 22:25:43,428] Trial 95 finished with value: 0.19673582309703186 and parameters: {'alpha': 350444.59561599727, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002339602134179673, 'iw_n_components': 10, 'iw_logistic_c': 9.445238466932221e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 94 with value: 0.1969166651193537.
[I 2026-04-28 22:29:45,878] Trial 96 finished with value: 0.17946845049244695 and parameters: {'alpha': 351251.6853733686, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.002330044642600748, 'iw_n_components': 10, 'iw_logistic_c': 0.00012214923512453326, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 94 with value: 0.1969166651193537.
[I 2026-04-28 22:33:47,060] Trial 97 finished with value: 0.19658779272890062 and parameters: {'alpha': 322677.0747712378, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0024548243730045595, 'iw_n_components': 10, 'iw_logistic_c': 9.569939700239418e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 94 with value: 0.1969166651193537.
[I 2026-04-28 22:37:20,744] Trial 98 finished with value: 0.19130602344466424 and parameters: {'alpha': 316777.1744804991, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0024067979273443827, 'iw_n_components': 3, 'iw_logistic_c': 8.965935484129613e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 94 with value: 0.1969166651193537.
[I 2026-04-28 22:41:23,660] Trial 99 finished with value: 0.19705359526365063 and parameters: {'alpha': 270101.8244457698, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002757691993500666, 'iw_n_components': 10, 'iw_logistic_c': 1.0279557136556774e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 99 with value: 0.19705359526365063.
[I 2026-04-28 22:44:56,618] Trial 100 finished with value: 0.1898921974922877 and parameters: {'alpha': 298279.88367677067, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0027257133747877953, 'iw_n_components': 2, 'iw_logistic_c': 1.8717564865728513e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 99 with value: 0.19705359526365063.
[I 2026-04-28 22:48:57,548] Trial 101 finished with value: 0.19717121699366996 and parameters: {'alpha': 273494.6055019894, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0021938631024721066, 'iw_n_components': 10, 'iw_logistic_c': 1.19250574507378e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 101 with value: 0.19717121699366996.
[I 2026-04-28 22:52:58,606] Trial 102 finished with value: 0.197199937324577 and parameters: {'alpha': 327432.02727732295, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0021921359014172633, 'iw_n_components': 10, 'iw_logistic_c': 1.4270227189954275e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 102 with value: 0.197199937324577.
[I 2026-04-28 22:56:59,320] Trial 103 finished with value: 0.1967427789086345 and parameters: {'alpha': 271819.5105859436, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002146351738161197, 'iw_n_components': 10, 'iw_logistic_c': 1.0504005340416258e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 102 with value: 0.197199937324577.
[I 2026-04-28 23:01:01,356] Trial 104 finished with value: 0.19726393013835095 and parameters: {'alpha': 273230.1051233066, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002093548251249831, 'iw_n_components': 10, 'iw_logistic_c': 4.5267075332822566e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 104 with value: 0.19726393013835095.
[I 2026-04-28 23:05:02,476] Trial 105 finished with value: 0.1973632240887719 and parameters: {'alpha': 262608.3900015581, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002176919325452269, 'iw_n_components': 10, 'iw_logistic_c': 4.886973955839499e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:09:04,880] Trial 106 finished with value: 0.1965552249779105 and parameters: {'alpha': 273059.58390845376, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0021653280377227687, 'iw_n_components': 10, 'iw_logistic_c': 1.5363720025657212e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:13:01,531] Trial 107 finished with value: 0.19515805406056563 and parameters: {'alpha': 265835.84541636606, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002007710808785001, 'iw_n_components': 10, 'iw_logistic_c': 2.7016882430334956e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:17:00,294] Trial 108 finished with value: 0.19653064518159016 and parameters: {'alpha': 326306.93803656596, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0022001602182817343, 'iw_n_components': 10, 'iw_logistic_c': 4.131600585344882e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:21:00,796] Trial 109 finished with value: 0.19506184442352525 and parameters: {'alpha': 283806.5251767761, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0025062403272165987, 'iw_n_components': 20, 'iw_logistic_c': 9.041041452002565e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:25:02,771] Trial 110 finished with value: 0.1971256096125225 and parameters: {'alpha': 224232.74864528948, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002289472687339344, 'iw_n_components': 10, 'iw_logistic_c': 1.4747940666250383e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:29:00,103] Trial 111 finished with value: 0.19704350956984265 and parameters: {'alpha': 208428.06443129934, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0022465239911569723, 'iw_n_components': 10, 'iw_logistic_c': 1.2865799411213529e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:32:58,939] Trial 112 finished with value: 0.19702082820898278 and parameters: {'alpha': 204873.74722093847, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0022697596299242214, 'iw_n_components': 10, 'iw_logistic_c': 1.4286331853137165e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:36:59,026] Trial 113 finished with value: 0.1952929249750422 and parameters: {'alpha': 208764.60580614742, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002228331995391279, 'iw_n_components': 10, 'iw_logistic_c': 8.148473534203917e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:40:57,258] Trial 114 finished with value: 0.19663817752582155 and parameters: {'alpha': 195087.67328862747, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002111292570832407, 'iw_n_components': 10, 'iw_logistic_c': 1.5571723136219688e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:44:59,652] Trial 115 finished with value: 0.18898326391488632 and parameters: {'alpha': 229654.2921170927, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0025863247595349407, 'iw_n_components': 10, 'iw_logistic_c': 0.0003487314093219758, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:49:00,567] Trial 116 finished with value: 0.19655932739692986 and parameters: {'alpha': 177789.23569983855, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002310470335194925, 'iw_n_components': 10, 'iw_logistic_c': 1.4233970109132588e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:53:03,699] Trial 117 finished with value: 0.19342447661066722 and parameters: {'alpha': 257651.42767590994, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.00211279653223335, 'iw_n_components': 10, 'iw_logistic_c': 0.00012517639018357594, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-28 23:56:37,160] Trial 118 finished with value: 0.1954910151332792 and parameters: {'alpha': 208912.19136057707, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0027143735502404534, 'iw_n_components': 5, 'iw_logistic_c': 2.3924913779962453e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 105 with value: 0.1973632240887719.
[I 2026-04-29 00:00:35,869] Trial 119 finished with value: 0.19777072252751995 and parameters: {'alpha': 233265.26984250144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0020216489287256095, 'iw_n_components': 10, 'iw_logistic_c': 3.728188071047363e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 119 with value: 0.19777072252751995.
