Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361586
Array task ID: 11
The job was run on these nodes: idun-05-09
[I 2026-04-29 18:55:40,374] Trial 0 finished with value: 0.21246627938241636 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.21246627938241636.
[I 2026-04-29 22:25:54,612] Trial 65 finished with value: 0.20760887130133637 and parameters: {'alpha': 125870.02369500566, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001000414955513162, 'iw_n_components': 1, 'iw_logistic_c': 0.0024722115070790413, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:29:07,216] Trial 66 finished with value: 0.2030909496581122 and parameters: {'alpha': 462288.7080956511, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0013257890241586633, 'iw_n_components': 5, 'iw_logistic_c': 0.006936041935530869, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:32:50,037] Trial 67 finished with value: 0.21441181179506427 and parameters: {'alpha': 214844.1797115418, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017357665555382247, 'iw_n_components': 30, 'iw_logistic_c': 0.0167430163626461, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:36:42,664] Trial 68 finished with value: 0.2150905343245833 and parameters: {'alpha': 275200.73528911656, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.00939027714297668, 'iw_n_components': 40, 'iw_logistic_c': 0.06132358812317261, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:40:11,937] Trial 69 finished with value: 0.19749944534845604 and parameters: {'alpha': 601303.313020962, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0021635856554102287, 'iw_n_components': 10, 'iw_logistic_c': 0.0008101287136293696, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:40:48,532] Trial 70 finished with value: 0.20976876251294355 and parameters: {'alpha': 370373.7059235854, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 62 with value: 0.21683913875735264.
[I 2026-04-29 22:44:41,911] Trial 71 finished with value: 0.21753719331571872 and parameters: {'alpha': 410062.98168481473, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0014608210454882587, 'iw_n_components': 40, 'iw_logistic_c': 0.15500706110342571, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 22:48:34,706] Trial 72 finished with value: 0.21498034283602077 and parameters: {'alpha': 476584.44934781414, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011973744089090047, 'iw_n_components': 40, 'iw_logistic_c': 1.4207702887174054, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 22:52:27,936] Trial 73 finished with value: 0.21398884752946423 and parameters: {'alpha': 396104.6167414956, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0013969982920400729, 'iw_n_components': 40, 'iw_logistic_c': 0.09010499742613358, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 22:56:21,053] Trial 74 finished with value: 0.21174609237974512 and parameters: {'alpha': 533185.5625504396, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017759872562583914, 'iw_n_components': 40, 'iw_logistic_c': 0.2658015450998068, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:00:16,814] Trial 75 finished with value: 0.2142380084508682 and parameters: {'alpha': 311535.15969461825, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0015892886817826478, 'iw_n_components': 40, 'iw_logistic_c': 0.035668577987936004, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:04:09,348] Trial 76 finished with value: 0.21494059277849406 and parameters: {'alpha': 350406.2386770883, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0013593721996641793, 'iw_n_components': 40, 'iw_logistic_c': 0.01533484793864118, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:08:03,854] Trial 77 finished with value: 0.21347335186953686 and parameters: {'alpha': 402808.8727721345, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011129200147272959, 'iw_n_components': 40, 'iw_logistic_c': 0.1113487283153905, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:11:38,044] Trial 78 finished with value: 0.21450652442870471 and parameters: {'alpha': 242222.29051284294, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0024674726014896316, 'iw_n_components': 20, 'iw_logistic_c': 0.6490790003138373, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:15:29,140] Trial 79 finished with value: 0.21293805375698857 and parameters: {'alpha': 453754.5894676703, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.001957328146742317, 'iw_n_components': 40, 'iw_logistic_c': 0.0021438550343288094, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:19:18,903] Trial 80 finished with value: 0.2123946342806561 and parameters: {'alpha': 327774.77337893157, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.01726614110584855, 'iw_n_components': 50, 'iw_logistic_c': 1.1429323031776337e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:23:14,375] Trial 81 finished with value: 0.21540626672460123 and parameters: {'alpha': 411292.0493014845, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001525094975519912, 'iw_n_components': 40, 'iw_logistic_c': 0.2180464070699994, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:27:09,596] Trial 82 finished with value: 0.21404720346876785 and parameters: {'alpha': 415035.7772127778, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0015315419865112316, 'iw_n_components': 40, 'iw_logistic_c': 0.04299407464807922, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 71 with value: 0.21753719331571872.
[I 2026-04-29 23:31:04,732] Trial 83 finished with value: 0.21780754985550677 and parameters: {'alpha': 370070.26982913376, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011124857487254639, 'iw_n_components': 40, 'iw_logistic_c': 0.28800605716913047, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:34:58,473] Trial 84 finished with value: 0.21396440687887858 and parameters: {'alpha': 499715.4597508765, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001133534975351959, 'iw_n_components': 40, 'iw_logistic_c': 0.46141908258668984, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:38:52,038] Trial 85 finished with value: 0.2151145468836618 and parameters: {'alpha': 348965.15693525906, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0012700253279257928, 'iw_n_components': 40, 'iw_logistic_c': 0.0064833312054101925, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:39:28,698] Trial 86 finished with value: 0.21066829220708883 and parameters: {'alpha': 296914.3893966865, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:42:35,739] Trial 87 finished with value: 0.19999802345719558 and parameters: {'alpha': 377597.6926624681, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0011272222797587702, 'iw_n_components': 5, 'iw_logistic_c': 1.0169957753723797, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:46:21,359] Trial 88 finished with value: 0.20105639305219217 and parameters: {'alpha': 721553.112262625, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.001358070234964786, 'iw_n_components': 30, 'iw_logistic_c': 0.020853600168495176, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:50:14,212] Trial 89 finished with value: 0.213969032214015 and parameters: {'alpha': 519202.62777349615, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0010909286163292625, 'iw_n_components': 40, 'iw_logistic_c': 0.10188923389884193, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:53:16,418] Trial 90 finished with value: 0.19769497466257271 and parameters: {'alpha': 598163.1669288524, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010041590773970342, 'iw_n_components': 1, 'iw_logistic_c': 0.00031245411329112614, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-29 23:57:08,972] Trial 91 finished with value: 0.21594833493173415 and parameters: {'alpha': 430951.89151913044, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0015709393734451775, 'iw_n_components': 40, 'iw_logistic_c': 0.1771251466128939, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:01:03,792] Trial 92 finished with value: 0.21038604025060342 and parameters: {'alpha': 450854.35352572036, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0486492578527513, 'iw_n_components': 40, 'iw_logistic_c': 0.07759651475229543, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:04:58,871] Trial 93 finished with value: 0.21667259141779155 and parameters: {'alpha': 379143.9306493219, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018390674404166515, 'iw_n_components': 40, 'iw_logistic_c': 0.18754344399101824, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:08:54,927] Trial 94 finished with value: 0.2122698325223788 and parameters: {'alpha': 474347.5206448387, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018452089355433334, 'iw_n_components': 40, 'iw_logistic_c': 0.36954622960941835, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:12:52,586] Trial 95 finished with value: 0.21145669566627787 and parameters: {'alpha': 570128.1402764685, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.005385584489762238, 'iw_n_components': 40, 'iw_logistic_c': 2.0072724003624858, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:16:21,646] Trial 96 finished with value: 0.20379278810117415 and parameters: {'alpha': 76782.07111417885, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0012817130811956796, 'iw_n_components': 10, 'iw_logistic_c': 0.188650171397668, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:20:10,676] Trial 97 finished with value: 0.21016601709171462 and parameters: {'alpha': 638894.2834693011, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002260482033807717, 'iw_n_components': 40, 'iw_logistic_c': 0.00012719372131061147, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:24:08,367] Trial 98 finished with value: 0.2128742851357576 and parameters: {'alpha': 372808.34767805174, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0014380691350299366, 'iw_n_components': 50, 'iw_logistic_c': 0.13702593900032156, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:24:45,396] Trial 99 finished with value: 0.20909234029829324 and parameters: {'alpha': 420857.3556172347, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:28:39,135] Trial 100 finished with value: 0.2130013736536684 and parameters: {'alpha': 310668.57922676514, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002042497141220009, 'iw_n_components': 40, 'iw_logistic_c': 0.056839124612962706, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:32:29,511] Trial 101 finished with value: 0.21306335932067083 and parameters: {'alpha': 343117.26609460416, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001588071715984747, 'iw_n_components': 40, 'iw_logistic_c': 0.0267389466872698, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:36:25,197] Trial 102 finished with value: 0.21622397142526592 and parameters: {'alpha': 388446.4711128616, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017235669510957045, 'iw_n_components': 40, 'iw_logistic_c': 0.012563811259959125, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:40:18,745] Trial 103 finished with value: 0.21682252274726882 and parameters: {'alpha': 387767.70344610466, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018017923628203061, 'iw_n_components': 40, 'iw_logistic_c': 0.23121340089488415, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:44:08,828] Trial 104 finished with value: 0.21627944620458978 and parameters: {'alpha': 374788.50403594016, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017707867214179697, 'iw_n_components': 40, 'iw_logistic_c': 0.5010003258259047, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:48:01,968] Trial 105 finished with value: 0.2161645676274206 and parameters: {'alpha': 381459.2374664193, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0023918898042601692, 'iw_n_components': 40, 'iw_logistic_c': 0.579971181493633, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:51:52,389] Trial 106 finished with value: 0.21342858871109477 and parameters: {'alpha': 282040.7028788296, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0029387789452930357, 'iw_n_components': 40, 'iw_logistic_c': 0.5931989274360354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:55:44,598] Trial 107 finished with value: 0.21554298452584533 and parameters: {'alpha': 382922.4929951018, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018499565912009747, 'iw_n_components': 40, 'iw_logistic_c': 3.678061475636362, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 00:59:32,533] Trial 108 finished with value: 0.21682638214606142 and parameters: {'alpha': 364883.4273848795, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002491341445419532, 'iw_n_components': 40, 'iw_logistic_c': 1.218796607167402, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:03:01,981] Trial 109 finished with value: 0.20570137156609952 and parameters: {'alpha': 364344.4562414431, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0027048114899135504, 'iw_n_components': 20, 'iw_logistic_c': 1.3275481178653625, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:06:56,396] Trial 110 finished with value: 0.21452096407198779 and parameters: {'alpha': 310264.20889923186, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0033350508218571205, 'iw_n_components': 40, 'iw_logistic_c': 0.3487533898155894, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:10:48,076] Trial 111 finished with value: 0.21292634315762018 and parameters: {'alpha': 438842.0394777087, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002284254441175175, 'iw_n_components': 40, 'iw_logistic_c': 2.3545220987143995, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:14:35,492] Trial 112 finished with value: 0.21456085787294477 and parameters: {'alpha': 397132.8729008385, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0025032132833916368, 'iw_n_components': 40, 'iw_logistic_c': 0.9917541590524211, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:18:25,643] Trial 113 finished with value: 0.21440713920647672 and parameters: {'alpha': 352099.2155098651, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002094288209010102, 'iw_n_components': 40, 'iw_logistic_c': 9.922562073710457, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:22:14,253] Trial 114 finished with value: 0.21446271850426948 and parameters: {'alpha': 383984.94782132586, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003123905789180531, 'iw_n_components': 40, 'iw_logistic_c': 0.23386565599917708, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:26:05,648] Trial 115 finished with value: 0.21535157134268465 and parameters: {'alpha': 335993.28812441777, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017119774651025018, 'iw_n_components': 40, 'iw_logistic_c': 0.7077299207365303, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:29:56,258] Trial 116 finished with value: 0.21355754874407826 and parameters: {'alpha': 483139.60887915635, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0024327600629953368, 'iw_n_components': 40, 'iw_logistic_c': 0.45496043675254716, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:33:06,678] Trial 117 finished with value: 0.2088830638913525 and parameters: {'alpha': 256635.91999745715, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002037610659214463, 'iw_n_components': 5, 'iw_logistic_c': 0.168797121623519, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:36:48,222] Trial 118 finished with value: 0.1971138833963014 and parameters: {'alpha': 429175.1061814605, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0018177500894882134, 'iw_n_components': 30, 'iw_logistic_c': 0.11874784451596239, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:40:36,710] Trial 119 finished with value: 0.214993607207593 and parameters: {'alpha': 364668.80222270836, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002688496325720476, 'iw_n_components': 40, 'iw_logistic_c': 0.29214841279546533, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:41:13,182] Trial 120 finished with value: 0.21044892784622804 and parameters: {'alpha': 316415.1121231412, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:45:01,653] Trial 121 finished with value: 0.21353795672096085 and parameters: {'alpha': 394467.4246408188, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003619401449615454, 'iw_n_components': 40, 'iw_logistic_c': 3.872224111070392, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:48:54,407] Trial 122 finished with value: 0.21519212615072275 and parameters: {'alpha': 458081.3554095723, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0019117050806314382, 'iw_n_components': 40, 'iw_logistic_c': 1.6609329213073798, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:52:44,874] Trial 123 finished with value: 0.21529905193876084 and parameters: {'alpha': 419996.5246350302, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001646356754844713, 'iw_n_components': 40, 'iw_logistic_c': 0.8507554858726594, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:56:33,424] Trial 124 finished with value: 0.21614778431275478 and parameters: {'alpha': 368912.3983306309, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0023673109695435558, 'iw_n_components': 40, 'iw_logistic_c': 0.08198812103828834, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 01:59:30,334] Trial 125 finished with value: 0.2082100130485116 and parameters: {'alpha': 345519.3753946554, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002209403142651598, 'iw_n_components': 1, 'iw_logistic_c': 0.046216848463215054, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:03:21,030] Trial 126 finished with value: 0.2162582673632901 and parameters: {'alpha': 374864.4767116789, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.004183287645160607, 'iw_n_components': 40, 'iw_logistic_c': 0.08385829139956208, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:07:10,167] Trial 127 finished with value: 0.19892407876271817 and parameters: {'alpha': 323757.0747782548, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.004694652495472375, 'iw_n_components': 40, 'iw_logistic_c': 0.08693277176682367, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 83 with value: 0.21780754985550677.
