Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378211
Array task ID: 12
The job was run on these nodes: idun-04-17
[I 2026-05-04 00:16:56,438] Trial 0 finished with value: 0.1833231828020953 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.1833231828020953.
[I 2026-05-04 02:50:48,965] Trial 65 finished with value: 0.19212458288368256 and parameters: {'alpha': 1702440.7677277487, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.022738132179994566, 'iw_n_components': 80, 'iw_logistic_c': 2.6588084765797707e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 02:53:46,538] Trial 66 finished with value: 0.17026806530764063 and parameters: {'alpha': 1932004.3316683078, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.016352876564075705, 'iw_n_components': 80, 'iw_logistic_c': 0.00018041910587929938, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 02:56:40,908] Trial 67 finished with value: 0.1769766462730385 and parameters: {'alpha': 1078319.0416432454, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02913483403900554, 'iw_n_components': 80, 'iw_logistic_c': 7.600263366849181e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 02:59:35,690] Trial 68 finished with value: 0.18867678116564743 and parameters: {'alpha': 1413556.5692286952, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02563880204332723, 'iw_n_components': 80, 'iw_logistic_c': 2.006394534348212e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:02:31,889] Trial 69 finished with value: 0.1923000214637892 and parameters: {'alpha': 2213355.578947405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03208709497032896, 'iw_n_components': 80, 'iw_logistic_c': 3.907635875626354e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:05:31,571] Trial 70 finished with value: 0.1897274315970874 and parameters: {'alpha': 2153241.2984554553, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.021225874774342526, 'iw_n_components': 80, 'iw_logistic_c': 0.0010085998750872112, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:08:27,213] Trial 71 finished with value: 0.1924595551264733 and parameters: {'alpha': 1817509.3643858195, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03141547321102152, 'iw_n_components': 80, 'iw_logistic_c': 3.6126082076246386e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:11:23,050] Trial 72 finished with value: 0.19107851062073805 and parameters: {'alpha': 1747438.2091222561, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.031863230127107206, 'iw_n_components': 80, 'iw_logistic_c': 4.811758517717401e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:14:20,641] Trial 73 finished with value: 0.1915937822776429 and parameters: {'alpha': 2348543.2335658916, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.024602825826002973, 'iw_n_components': 80, 'iw_logistic_c': 2.3405904103309325e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:16:59,602] Trial 74 finished with value: 0.17357833282319715 and parameters: {'alpha': 1247982.4463868001, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.028343755447999615, 'iw_n_components': 10, 'iw_logistic_c': 0.00010831388265763206, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:19:59,274] Trial 75 finished with value: 0.18553408388416065 and parameters: {'alpha': 1529945.0939148706, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.017841569531297, 'iw_n_components': 80, 'iw_logistic_c': 0.0002528701255906449, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:22:57,646] Trial 76 finished with value: 0.19068004153995757 and parameters: {'alpha': 1927730.6291841806, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.033121092533314536, 'iw_n_components': 80, 'iw_logistic_c': 5.798293777752539e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:25:55,273] Trial 77 finished with value: 0.1840168983176192 and parameters: {'alpha': 946843.4507856761, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.022311355006822128, 'iw_n_components': 80, 'iw_logistic_c': 3.31970945922089e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:26:25,388] Trial 78 finished with value: 0.15599942765534755 and parameters: {'alpha': 2292410.309342746, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:29:13,682] Trial 79 finished with value: 0.16117544543622667 and parameters: {'alpha': 1715229.2045675328, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04297383545886374, 'iw_n_components': 50, 'iw_logistic_c': 2.3257696724447985e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:32:21,864] Trial 80 finished with value: 0.17029180423913198 and parameters: {'alpha': 2011049.5184450771, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0021066392071461743, 'iw_n_components': 80, 'iw_logistic_c': 3.8275087995960764, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:35:17,329] Trial 81 finished with value: 0.1945225169831813 and parameters: {'alpha': 2754919.5646789297, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0342477253399876, 'iw_n_components': 80, 'iw_logistic_c': 6.542876986538277e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:38:11,033] Trial 82 finished with value: 0.19345939784008065 and parameters: {'alpha': 2837689.0466988403, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03251240238549835, 'iw_n_components': 80, 'iw_logistic_c': 8.094253742825768e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:41:07,257] Trial 83 finished with value: 0.1936282112782986 and parameters: {'alpha': 2831230.520753863, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02797035919402134, 'iw_n_components': 80, 'iw_logistic_c': 5.481352830555412e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:44:03,849] Trial 84 finished with value: 0.19400500607436008 and parameters: {'alpha': 2839851.68276356, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.026963727549002812, 'iw_n_components': 80, 'iw_logistic_c': 8.042803537377085e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 62 with value: 0.19609462890927276.
[I 2026-05-04 03:47:00,218] Trial 85 finished with value: 0.1969486726243191 and parameters: {'alpha': 2844363.5343108955, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02455099252929549, 'iw_n_components': 80, 'iw_logistic_c': 6.643602363711791e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 03:49:56,469] Trial 86 finished with value: 0.19628270163656883 and parameters: {'alpha': 2807418.589764674, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.023969052921440893, 'iw_n_components': 80, 'iw_logistic_c': 6.773403584021558e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 03:52:53,279] Trial 87 finished with value: 0.1734594553938315 and parameters: {'alpha': 2883281.965863229, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.013690693597253667, 'iw_n_components': 80, 'iw_logistic_c': 1.012577532768525e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 03:55:49,714] Trial 88 finished with value: 0.19339652668488133 and parameters: {'alpha': 2962721.0666816756, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.020436139707564412, 'iw_n_components': 80, 'iw_logistic_c': 8.637373618699716e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 03:58:29,781] Trial 89 finished with value: 0.19190397271813037 and parameters: {'alpha': 2436760.779534165, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.00947762508731912, 'iw_n_components': 20, 'iw_logistic_c': 2.328123143257329e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 03:58:59,714] Trial 90 finished with value: 0.15483272259996717 and parameters: {'alpha': 2806514.8613743256, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 04:01:55,321] Trial 91 finished with value: 0.19489791847948462 and parameters: {'alpha': 2999301.9496213547, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02079125904482306, 'iw_n_components': 80, 'iw_logistic_c': 6.26649189906179e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 85 with value: 0.1969486726243191.
[I 2026-05-04 04:04:34,327] Trial 92 finished with value: 0.1974184462959771 and parameters: {'alpha': 2508886.4373145862, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.024822823841429666, 'iw_n_components': 80, 'iw_logistic_c': 6.204881661913908e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:07:10,341] Trial 93 finished with value: 0.1932065215783691 and parameters: {'alpha': 2450822.616502088, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.017585302211606337, 'iw_n_components': 80, 'iw_logistic_c': 6.4956947544999906e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:09:46,455] Trial 94 finished with value: 0.19363584193208738 and parameters: {'alpha': 2802919.654596826, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.022879889491804917, 'iw_n_components': 80, 'iw_logistic_c': 3.0175300603371213e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:12:22,135] Trial 95 finished with value: 0.19448178161904034 and parameters: {'alpha': 2503359.140230845, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.024192313812191134, 'iw_n_components': 80, 'iw_logistic_c': 2.827810496491764e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:14:42,510] Trial 96 finished with value: 0.18821789893660995 and parameters: {'alpha': 2523237.942213172, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.023962702726324933, 'iw_n_components': 10, 'iw_logistic_c': 2.6482777077461257e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:17:08,336] Trial 97 finished with value: 0.16987680595594765 and parameters: {'alpha': 2362854.1486478425, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.021054413764128744, 'iw_n_components': 30, 'iw_logistic_c': 1.2403277568735903e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:19:44,991] Trial 98 finished with value: 0.19170992521156183 and parameters: {'alpha': 2145696.307300403, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.014290749263960354, 'iw_n_components': 80, 'iw_logistic_c': 1.3708272992772298e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:22:15,119] Trial 99 finished with value: 0.16312182174645112 and parameters: {'alpha': 2981533.045445079, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.023560041350376846, 'iw_n_components': 50, 'iw_logistic_c': 3.086188023415587e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:24:50,901] Trial 100 finished with value: 0.1926397083186508 and parameters: {'alpha': 276399.80755571247, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.01931239460573668, 'iw_n_components': 80, 'iw_logistic_c': 3.0920373439172776e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:27:27,695] Trial 101 finished with value: 0.18592086465663313 and parameters: {'alpha': 2697391.8652362423, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.017142478895290865, 'iw_n_components': 80, 'iw_logistic_c': 1.571881893327451e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:30:03,687] Trial 102 finished with value: 0.19685435070828386 and parameters: {'alpha': 2632049.5699670967, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02738535171469675, 'iw_n_components': 80, 'iw_logistic_c': 3.6448516535450876e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 92 with value: 0.1974184462959771.
[I 2026-05-04 04:32:39,899] Trial 103 finished with value: 0.19825753196768384 and parameters: {'alpha': 2551884.380842137, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03566964727291405, 'iw_n_components': 80, 'iw_logistic_c': 7.836138460992384e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:35:16,635] Trial 104 finished with value: 0.19768422344276124 and parameters: {'alpha': 2526362.0186784216, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03572898560888367, 'iw_n_components': 80, 'iw_logistic_c': 1.5104039110794747e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:37:52,845] Trial 105 finished with value: 0.19655202086415613 and parameters: {'alpha': 2596821.4274006984, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.035039001718721735, 'iw_n_components': 80, 'iw_logistic_c': 1.5083780350434637e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:40:29,641] Trial 106 finished with value: 0.19576186372192877 and parameters: {'alpha': 2552313.9382126066, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04472719180082515, 'iw_n_components': 80, 'iw_logistic_c': 1.5771533829123245e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:43:06,366] Trial 107 finished with value: 0.17046834937763047 and parameters: {'alpha': 2075093.1160719113, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.045009605027199695, 'iw_n_components': 80, 'iw_logistic_c': 1.552722306088185e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:45:42,452] Trial 108 finished with value: 0.1966426472691981 and parameters: {'alpha': 2258384.228238307, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03550158591979542, 'iw_n_components': 80, 'iw_logistic_c': 1.8224958488242785e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:48:19,271] Trial 109 finished with value: 0.19562136697525956 and parameters: {'alpha': 2235640.517354623, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03577506643169541, 'iw_n_components': 80, 'iw_logistic_c': 1.938094670040776e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:48:46,286] Trial 110 finished with value: 0.15624171310122273 and parameters: {'alpha': 2201744.1655862527, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:51:22,519] Trial 111 finished with value: 0.1940479897842064 and parameters: {'alpha': 2371344.33241999, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.035522082960246844, 'iw_n_components': 80, 'iw_logistic_c': 1.9535253655289876e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:53:58,168] Trial 112 finished with value: 0.19746668104525827 and parameters: {'alpha': 2553554.9792189365, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0388312561908441, 'iw_n_components': 80, 'iw_logistic_c': 8.915713643586171e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:56:34,270] Trial 113 finished with value: 0.1964703009917514 and parameters: {'alpha': 2573704.06971376, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.039786814046580826, 'iw_n_components': 80, 'iw_logistic_c': 1.2315535300162725e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 04:59:10,131] Trial 114 finished with value: 0.19423033467761255 and parameters: {'alpha': 2579038.813132474, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04977104534828403, 'iw_n_components': 80, 'iw_logistic_c': 9.237849002433868e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:01:47,613] Trial 115 finished with value: 0.1906870119264331 and parameters: {'alpha': 2601989.7391369306, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04128066188660447, 'iw_n_components': 80, 'iw_logistic_c': 6.53713189746712e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:04:09,795] Trial 116 finished with value: 0.19457117399079266 and parameters: {'alpha': 2359699.625004925, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03968753865805203, 'iw_n_components': 20, 'iw_logistic_c': 1.120304214474826e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:06:45,804] Trial 117 finished with value: 0.18362256343549951 and parameters: {'alpha': 2003098.9863793612, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.04488373469146398, 'iw_n_components': 80, 'iw_logistic_c': 1.3622408992598978e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:09:33,744] Trial 118 finished with value: 0.17697078800498073 and parameters: {'alpha': 2555439.491593042, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.038848609835930664, 'iw_n_components': 80, 'iw_logistic_c': 0.023365661657329697, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:11:59,322] Trial 119 finished with value: 0.19544165337815778 and parameters: {'alpha': 2086594.2740129728, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03984357108802851, 'iw_n_components': 30, 'iw_logistic_c': 3.7324396688397827e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:14:20,211] Trial 120 finished with value: 0.17810545668651362 and parameters: {'alpha': 2241571.9784063306, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.029454884023820186, 'iw_n_components': 10, 'iw_logistic_c': 2.3748552801890794e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:16:55,803] Trial 121 finished with value: 0.19672603045254022 and parameters: {'alpha': 2267781.7365297526, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.045892092548038235, 'iw_n_components': 80, 'iw_logistic_c': 1.5285226043119085e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:19:31,460] Trial 122 finished with value: 0.19686712991952499 and parameters: {'alpha': 2393549.2510011164, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0466084742691297, 'iw_n_components': 80, 'iw_logistic_c': 1.3801057799186763e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 103 with value: 0.19825753196768384.
[I 2026-05-04 05:22:06,825] Trial 123 finished with value: 0.19896011808382982 and parameters: {'alpha': 1869851.7985165406, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03499033319050435, 'iw_n_components': 80, 'iw_logistic_c': 4.560264762241314e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:24:42,459] Trial 124 finished with value: 0.18321410401980612 and parameters: {'alpha': 2372130.0575460857, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04922248850592214, 'iw_n_components': 80, 'iw_logistic_c': 2.0954252298219957e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:27:17,974] Trial 125 finished with value: 0.19744298346811692 and parameters: {'alpha': 2671785.2318154364, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03577557755610975, 'iw_n_components': 80, 'iw_logistic_c': 4.30141804956107e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
