Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24351981
Array task ID: 6
The job was run on these nodes: idun-03-13
[I 2026-04-28 16:18:48,544] Trial 0 finished with value: 0.15986421930322467 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010431250548547025, 'iw_n_components': 5, 'iw_logistic_c': 0.024278386754340225, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.15986421930322467.
[I 2026-04-28 20:23:30,289] Trial 60 finished with value: 0.16416709853819508 and parameters: {'alpha': 450383.6443769714, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.024650770166503983, 'iw_n_components': 3, 'iw_logistic_c': 8.215939802232816e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:27:19,031] Trial 61 finished with value: 0.1739887182895231 and parameters: {'alpha': 460761.2207261067, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03789030943614101, 'iw_n_components': 3, 'iw_logistic_c': 4.793482525270258e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:31:08,899] Trial 62 finished with value: 0.1639065002715432 and parameters: {'alpha': 604292.6584645058, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.036899147991368265, 'iw_n_components': 3, 'iw_logistic_c': 5.31823942747067e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:34:56,435] Trial 63 finished with value: 0.17429739419110632 and parameters: {'alpha': 344224.0308239685, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.031181749215945756, 'iw_n_components': 3, 'iw_logistic_c': 4.336039895645227e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:38:51,945] Trial 64 finished with value: 0.17446208126117163 and parameters: {'alpha': 349069.48010244546, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.026741642060864577, 'iw_n_components': 3, 'iw_logistic_c': 6.413931652483831e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:42:28,224] Trial 65 finished with value: 0.16707360212273004 and parameters: {'alpha': 345557.69468450214, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.026089992679736395, 'iw_n_components': 2, 'iw_logistic_c': 6.18640999069353e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:46:32,546] Trial 66 finished with value: 0.16801943200681527 and parameters: {'alpha': 304073.89763853734, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.02267380082193904, 'iw_n_components': 3, 'iw_logistic_c': 9.076788250004483e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:50:20,784] Trial 67 finished with value: 0.17531765216139245 and parameters: {'alpha': 282936.81202258, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.030020684091941117, 'iw_n_components': 3, 'iw_logistic_c': 2.3502267048545213e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:53:51,889] Trial 68 finished with value: 0.16682227329098706 and parameters: {'alpha': 294394.91926909983, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0023449063860253804, 'iw_n_components': 1, 'iw_logistic_c': 1.8424966183599549e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 20:57:36,028] Trial 69 finished with value: 0.16540229845973436 and parameters: {'alpha': 211553.35785100883, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.030615424438626162, 'iw_n_components': 3, 'iw_logistic_c': 3.604283642482217e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:01:35,954] Trial 70 finished with value: 0.17296820367606772 and parameters: {'alpha': 260994.78399168013, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.02128457118399814, 'iw_n_components': 5, 'iw_logistic_c': 1.8427755139157935e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:05:21,613] Trial 71 finished with value: 0.17408521655911985 and parameters: {'alpha': 350901.7370990764, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03021313265108852, 'iw_n_components': 3, 'iw_logistic_c': 4.5484750154194845e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:09:17,600] Trial 72 finished with value: 0.17511320916639128 and parameters: {'alpha': 331475.19655728893, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.026149025227628766, 'iw_n_components': 3, 'iw_logistic_c': 2.6088028732329638e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:13:05,523] Trial 73 finished with value: 0.17522978657386387 and parameters: {'alpha': 285229.2708263504, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.027731436799241647, 'iw_n_components': 3, 'iw_logistic_c': 8.583968775557802e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:17:39,240] Trial 74 finished with value: 0.17057550594212995 and parameters: {'alpha': 289574.01597466157, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.018695796107027582, 'iw_n_components': 10, 'iw_logistic_c': 8.155627618187646e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:21:17,536] Trial 75 finished with value: 0.17129677509803226 and parameters: {'alpha': 165607.24109771894, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.02309942384997178, 'iw_n_components': 3, 'iw_logistic_c': 3.199350534245676e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:24:49,109] Trial 76 finished with value: 0.16379007236493995 and parameters: {'alpha': 328090.56752169837, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0274351564020529, 'iw_n_components': 2, 'iw_logistic_c': 7.589314435573079e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:28:28,574] Trial 77 finished with value: 0.16570459320129755 and parameters: {'alpha': 423868.0485981636, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.02613695912728521, 'iw_n_components': 3, 'iw_logistic_c': 0.0007079713900197696, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:32:16,580] Trial 78 finished with value: 0.17160785622279384 and parameters: {'alpha': 250040.9607666641, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.014874319448895968, 'iw_n_components': 3, 'iw_logistic_c': 6.745709029584648e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:36:06,011] Trial 79 finished with value: 0.16984289381268913 and parameters: {'alpha': 280732.7584830581, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.02389542525533535, 'iw_n_components': 3, 'iw_logistic_c': 1.5063284505343742e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:39:49,970] Trial 80 finished with value: 0.17100509521204935 and parameters: {'alpha': 312457.9300038954, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003439746822551419, 'iw_n_components': 3, 'iw_logistic_c': 5.244422506205639e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:43:34,681] Trial 81 finished with value: 0.17413677000553815 and parameters: {'alpha': 352026.43599832716, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.04503231452630101, 'iw_n_components': 3, 'iw_logistic_c': 2.4125568004943326e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:47:23,572] Trial 82 finished with value: 0.17507563775145127 and parameters: {'alpha': 223083.7359597921, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.03038517146059158, 'iw_n_components': 3, 'iw_logistic_c': 1.9421674377944315e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:51:23,513] Trial 83 finished with value: 0.17452577972964542 and parameters: {'alpha': 189049.82355864055, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.030561322075049847, 'iw_n_components': 3, 'iw_logistic_c': 1.1606747715164394e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:55:09,774] Trial 84 finished with value: 0.17493651809930286 and parameters: {'alpha': 186510.1905000279, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0206353184226539, 'iw_n_components': 3, 'iw_logistic_c': 1.3043370892957521e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 21:59:02,110] Trial 85 finished with value: 0.17257468375741603 and parameters: {'alpha': 146445.17192646617, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.020994648800508497, 'iw_n_components': 5, 'iw_logistic_c': 1.075799280800146e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:02:47,224] Trial 86 finished with value: 0.17196848712145615 and parameters: {'alpha': 181231.43219235694, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.01321471858206053, 'iw_n_components': 3, 'iw_logistic_c': 3.455743102725705e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:06:29,794] Trial 87 finished with value: 0.17523469699829872 and parameters: {'alpha': 222539.41489349012, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.01639342007741886, 'iw_n_components': 3, 'iw_logistic_c': 1.8097697407656998e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:09:48,468] Trial 88 finished with value: 0.16758920478311848 and parameters: {'alpha': 223406.63434544418, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.016028066355437246, 'iw_n_components': 1, 'iw_logistic_c': 1.1171445224512575e-05, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:13:35,902] Trial 89 finished with value: 0.17340126527802396 and parameters: {'alpha': 155166.46643127367, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.018258849079159468, 'iw_n_components': 3, 'iw_logistic_c': 2.0686733033947224e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:18:25,245] Trial 90 finished with value: 0.16857569770383452 and parameters: {'alpha': 196650.50866395215, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.020026009638984325, 'iw_n_components': 30, 'iw_logistic_c': 0.00012635767190677277, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:22:17,466] Trial 91 finished with value: 0.17045527386597967 and parameters: {'alpha': 115479.6164775898, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.027978846690764118, 'iw_n_components': 3, 'iw_logistic_c': 5.13689782691394e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:25:56,834] Trial 92 finished with value: 0.17106484088096738 and parameters: {'alpha': 195742.5991144343, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0256978940350299, 'iw_n_components': 3, 'iw_logistic_c': 2.4533116377121405e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:29:43,601] Trial 93 finished with value: 0.17273839031586788 and parameters: {'alpha': 227847.13765908187, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.022742386323620658, 'iw_n_components': 3, 'iw_logistic_c': 6.186790502453716e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:33:28,586] Trial 94 finished with value: 0.17592490441006436 and parameters: {'alpha': 268158.6905918743, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.01694709109050592, 'iw_n_components': 3, 'iw_logistic_c': 9.935302861661977e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:37:10,021] Trial 95 finished with value: 0.17594286436922585 and parameters: {'alpha': 262036.5241320494, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.016851658080844455, 'iw_n_components': 3, 'iw_logistic_c': 1.577787983576046e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:41:27,602] Trial 96 finished with value: 0.16787467735406486 and parameters: {'alpha': 263699.47319082037, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.016390514680467316, 'iw_n_components': 10, 'iw_logistic_c': 1.6907765546729713e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:45:16,551] Trial 97 finished with value: 0.173240735380759 and parameters: {'alpha': 206675.8611536014, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.012892236661768782, 'iw_n_components': 3, 'iw_logistic_c': 3.397664081727818e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:48:58,244] Trial 98 finished with value: 0.16325922119213968 and parameters: {'alpha': 237332.46931054624, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.017511087367274223, 'iw_n_components': 2, 'iw_logistic_c': 0.00020582210585167918, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:52:38,618] Trial 99 finished with value: 0.16870529278290247 and parameters: {'alpha': 249036.8386940954, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.013997094914733664, 'iw_n_components': 3, 'iw_logistic_c': 1.0826852880400024e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 22:56:24,925] Trial 100 finished with value: 0.17467610988041868 and parameters: {'alpha': 277255.0344556787, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.018591495624977104, 'iw_n_components': 3, 'iw_logistic_c': 2.7978274048241242e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:00:09,870] Trial 101 finished with value: 0.1745464300821307 and parameters: {'alpha': 277250.2139568991, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.020286647539992025, 'iw_n_components': 3, 'iw_logistic_c': 2.9309144038862953e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:03:54,215] Trial 102 finished with value: 0.1713030375087863 and parameters: {'alpha': 217908.1134437778, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.018731188360677924, 'iw_n_components': 3, 'iw_logistic_c': 9.19732142882e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:07:40,676] Trial 103 finished with value: 0.1757712488656268 and parameters: {'alpha': 263029.8647327091, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.016961813344487656, 'iw_n_components': 3, 'iw_logistic_c': 9.245453623597658e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:11:29,808] Trial 104 finished with value: 0.1733934191180315 and parameters: {'alpha': 261783.10548259295, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.015356715772343725, 'iw_n_components': 3, 'iw_logistic_c': 4.188156018981025e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:15:08,319] Trial 105 finished with value: 0.17587272588258487 and parameters: {'alpha': 317326.2970447124, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.010261308174873678, 'iw_n_components': 3, 'iw_logistic_c': 9.43501705229516e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:18:46,565] Trial 106 finished with value: 0.17056016451895875 and parameters: {'alpha': 312897.735094741, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.010437804421590154, 'iw_n_components': 3, 'iw_logistic_c': 9.885297186772357e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:22:25,938] Trial 107 finished with value: 0.1649290706072165 and parameters: {'alpha': 247721.5864314144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.01726735474326055, 'iw_n_components': 3, 'iw_logistic_c': 2.202009151257331e-06, 'iw_pca_fit': 'source', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:26:09,904] Trial 108 finished with value: 0.16908881563881056 and parameters: {'alpha': 225320.83823839988, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.008158104294811825, 'iw_n_components': 3, 'iw_logistic_c': 1.7596939272245037e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:29:59,656] Trial 109 finished with value: 0.16901078083321325 and parameters: {'alpha': 203760.27087836718, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.012324834974573843, 'iw_n_components': 5, 'iw_logistic_c': 5.376574045649861e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:34:55,913] Trial 110 finished with value: 0.1718847274633864 and parameters: {'alpha': 304149.848271559, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.022377447618141838, 'iw_n_components': 30, 'iw_logistic_c': 7.579591187453014e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:38:39,197] Trial 111 finished with value: 0.17540587143010195 and parameters: {'alpha': 283241.0906547586, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.004780714370171901, 'iw_n_components': 3, 'iw_logistic_c': 1.632241212731627e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:42:15,350] Trial 112 finished with value: 0.17556468358592967 and parameters: {'alpha': 287811.5406687247, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.005066355857640593, 'iw_n_components': 3, 'iw_logistic_c': 1.570108148218493e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:46:03,829] Trial 113 finished with value: 0.17534131219927435 and parameters: {'alpha': 286603.57266576, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0052878937471677705, 'iw_n_components': 3, 'iw_logistic_c': 1.7090228005111066e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:49:44,310] Trial 114 finished with value: 0.1743167552809896 and parameters: {'alpha': 327254.6684982889, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.005490213072919243, 'iw_n_components': 3, 'iw_logistic_c': 5.317652738102602e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:53:27,448] Trial 115 finished with value: 0.17559123317792505 and parameters: {'alpha': 290089.34925883205, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.00428591144833414, 'iw_n_components': 3, 'iw_logistic_c': 8.145136352782322e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-28 23:57:12,507] Trial 116 finished with value: 0.17558317711925517 and parameters: {'alpha': 289230.2260194946, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.004165161189646561, 'iw_n_components': 3, 'iw_logistic_c': 1.557658826137268e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-29 00:00:54,011] Trial 117 finished with value: 0.17537340399377369 and parameters: {'alpha': 265484.49997877853, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.004202555603406198, 'iw_n_components': 3, 'iw_logistic_c': 1.5543497480360017e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-29 00:04:25,848] Trial 118 finished with value: 0.1678338586427506 and parameters: {'alpha': 262091.82723968234, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.0042655887594377035, 'iw_n_components': 1, 'iw_logistic_c': 4.069789907332e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 56 with value: 0.17599418115605572.
[I 2026-04-29 00:08:16,173] Trial 119 finished with value: 0.17431248514718406 and parameters: {'alpha': 300207.1076802154, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 10.0, 'iw_prob_clip': 0.00497025950180938, 'iw_n_components': 3, 'iw_logistic_c': 6.257049722769198e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 56 with value: 0.17599418115605572.
