trait,target_island,cal_fraction,n_cal_samples,repeat,split_seed,subset,ringnr
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8N72040
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8N72208
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8730951
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8981310
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8747135
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8730953
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8934231
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8M71672
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8747088
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8730548
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8981538
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8M71735
body_mass,3,0.20618556701030927,40,2,1009023551,cal,8N13496
body_mass,3,0.20618556701030927,40,2,1009023551,test,8939419
body_mass,3,0.20618556701030927,40,2,1009023551,test,8747286
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M72259
body_mass,3,0.20618556701030927,40,2,1009023551,test,8730551
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N72490
body_mass,3,0.20618556701030927,40,2,1009023551,test,8747288
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M72224
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N14733
body_mass,3,0.20618556701030927,40,2,1009023551,test,8981956
body_mass,3,0.20618556701030927,40,2,1009023551,test,8934808
body_mass,3,0.20618556701030927,40,2,1009023551,test,8747280
body_mass,3,0.20618556701030927,40,2,1009023551,test,8747498
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M72037
body_mass,3,0.20618556701030927,40,2,1009023551,test,8730547
body_mass,3,0.20618556701030927,40,2,1009023551,test,8573281
body_mass,3,0.20618556701030927,40,2,1009023551,test,8730564
body_mass,3,0.20618556701030927,40,2,1009023551,test,8598579
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L30388
body_mass,3,0.20618556701030927,40,2,1009023551,test,8681240
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M72323
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N87226
body_mass,3,0.20618556701030927,40,2,1009023551,test,8747374
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L64812
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L64266
body_mass,3,0.20618556701030927,40,2,1009023551,test,8681248
body_mass,3,0.20618556701030927,40,2,1009023551,test,8681385
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N06028
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M71700
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N87995
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L57927
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L48574
body_mass,3,0.20618556701030927,40,2,1009023551,test,8917814
body_mass,3,0.20618556701030927,40,2,1009023551,test,8934473
body_mass,3,0.20618556701030927,40,2,1009023551,test,8981929
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L19688
body_mass,3,0.20618556701030927,40,2,1009023551,test,8651783
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N72245
body_mass,3,0.20618556701030927,40,2,1009023551,test,8917977
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L89998
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L57701
body_mass,3,0.20618556701030927,40,2,1009023551,test,8934472
body_mass,3,0.20618556701030927,40,2,1009023551,test,8M71673
body_mass,3,0.20618556701030927,40,2,1009023551,test,8N27901
body_mass,3,0.20618556701030927,40,2,1009023551,test,8L64840
body_mass,3,0.41237113402061853,80,2,729424490,cal,8681237
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L19506
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730957
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L64175
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M72021
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747088
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N13745
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747280
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L89998
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730952
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M72036
body_mass,3,0.41237113402061853,80,2,729424490,cal,8P14665
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N06029
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747497
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730554
body_mass,3,0.41237113402061853,80,2,729424490,cal,8917929
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N27901
body_mass,3,0.41237113402061853,80,2,729424490,cal,8P14620
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N72488
body_mass,3,0.41237113402061853,80,2,729424490,cal,8981536
body_mass,3,0.41237113402061853,80,2,729424490,cal,8681249
body_mass,3,0.41237113402061853,80,2,729424490,cal,8887130
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M72326
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730945
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730922
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N72208
body_mass,3,0.41237113402061853,80,2,729424490,cal,8573989
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L52231
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L30819
body_mass,3,0.41237113402061853,80,2,729424490,cal,8573815
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M71700
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L19688
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730931
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L64372
body_mass,3,0.41237113402061853,80,2,729424490,cal,8857946
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N05567
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M71673
body_mass,3,0.41237113402061853,80,2,729424490,cal,8598579
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N72114
body_mass,3,0.41237113402061853,80,2,729424490,cal,8939475
body_mass,3,0.41237113402061853,80,2,729424490,cal,8934215
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747287
body_mass,3,0.41237113402061853,80,2,729424490,cal,8917841
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N28177
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M71735
body_mass,3,0.41237113402061853,80,2,729424490,cal,8934808
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M31112
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730973
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730932
body_mass,3,0.41237113402061853,80,2,729424490,cal,8981929
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L30832
body_mass,3,0.41237113402061853,80,2,729424490,cal,8651772
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730951
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N87995
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N87226
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M31737
body_mass,3,0.41237113402061853,80,2,729424490,cal,8N14806
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L64856
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M72013
body_mass,3,0.41237113402061853,80,2,729424490,cal,8943761
body_mass,3,0.41237113402061853,80,2,729424490,cal,8917814
body_mass,3,0.41237113402061853,80,2,729424490,cal,8681247
body_mass,3,0.41237113402061853,80,2,729424490,cal,8681248
body_mass,3,0.41237113402061853,80,2,729424490,cal,8651786
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L57701
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747492
body_mass,3,0.41237113402061853,80,2,729424490,cal,8M72243
body_mass,3,0.41237113402061853,80,2,729424490,cal,8939419
body_mass,3,0.41237113402061853,80,2,729424490,cal,8651783
body_mass,3,0.41237113402061853,80,2,729424490,cal,8747498
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L64840
body_mass,3,0.41237113402061853,80,2,729424490,cal,8943473
body_mass,3,0.41237113402061853,80,2,729424490,cal,8598592
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730558
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L52241
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L52619
body_mass,3,0.41237113402061853,80,2,729424490,cal,8681240
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L19595
body_mass,3,0.41237113402061853,80,2,729424490,cal,8730974
body_mass,3,0.41237113402061853,80,2,729424490,cal,8L64398
body_mass,3,0.41237113402061853,80,2,729424490,test,8934039
body_mass,3,0.41237113402061853,80,2,729424490,test,8M72323
body_mass,3,0.41237113402061853,80,2,729424490,test,8L30829
body_mass,3,0.41237113402061853,80,2,729424490,test,8730563
body_mass,3,0.41237113402061853,80,2,729424490,test,8681385
body_mass,3,0.41237113402061853,80,2,729424490,test,8N14718
body_mass,3,0.41237113402061853,80,2,729424490,test,8N05946
body_mass,3,0.41237113402061853,80,2,729424490,test,8L89995
body_mass,3,0.41237113402061853,80,2,729424490,test,8N42229
body_mass,3,0.41237113402061853,80,2,729424490,test,8730552
body_mass,3,0.41237113402061853,80,2,729424490,test,8N72245
body_mass,3,0.41237113402061853,80,2,729424490,test,8681479
body_mass,3,0.41237113402061853,80,2,729424490,test,8730943
body_mass,3,0.41237113402061853,80,2,729424490,test,8N06028
body_mass,3,0.41237113402061853,80,2,729424490,test,8L52224
body_mass,3,0.41237113402061853,80,2,729424490,test,8917840
body_mass,3,0.41237113402061853,80,2,729424490,test,8N72448
body_mass,3,0.41237113402061853,80,2,729424490,test,8934471
body_mass,3,0.41237113402061853,80,2,729424490,test,8M72037
body_mass,3,0.41237113402061853,80,2,729424490,test,8N28550
body_mass,3,0.41237113402061853,80,2,729424490,test,8730938
body_mass,3,0.41237113402061853,80,2,729424490,test,8M71765
body_mass,3,0.41237113402061853,80,2,729424490,test,8681477
body_mass,3,0.41237113402061853,80,2,729424490,test,8M31739
body_mass,3,0.41237113402061853,80,2,729424490,test,8L64839
body_mass,3,0.41237113402061853,80,2,729424490,test,8L89994
body_mass,3,0.41237113402061853,80,2,729424490,test,8L19569
body_mass,3,0.41237113402061853,80,2,729424490,test,8730564
body_mass,3,0.41237113402061853,80,2,729424490,test,8747158
body_mass,3,0.41237113402061853,80,2,729424490,test,8M72327
body_mass,3,0.41237113402061853,80,2,729424490,test,8651600
body_mass,3,0.41237113402061853,80,2,729424490,test,8730565
body_mass,3,0.41237113402061853,80,2,729424490,test,8L30809
body_mass,3,0.41237113402061853,80,2,729424490,test,8L64256
body_mass,3,0.41237113402061853,80,2,729424490,test,8943164
body_mass,3,0.41237113402061853,80,2,729424490,test,8N87228
body_mass,3,0.41237113402061853,80,2,729424490,test,8917977
body_mass,3,0.41237113402061853,80,2,729424490,test,8887422
body_mass,3,0.41237113402061853,80,2,729424490,test,8730553
body_mass,3,0.41237113402061853,80,2,729424490,test,8934231
body_mass,3,0.41237113402061853,80,2,729424490,test,8M72259
body_mass,3,0.41237113402061853,80,2,729424490,test,8981538
body_mass,3,0.41237113402061853,80,2,729424490,test,8681384
body_mass,3,0.41237113402061853,80,2,729424490,test,8939442
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L57789
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747492
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747498
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N28550
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N87228
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72037
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8943474
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72224
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934472
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N87226
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N05946
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M31041
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8857946
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72326
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64175
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L52241
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M31112
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L19656
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M71735
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8651600
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L88307
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8939460
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64398
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747161
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L30809
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N42229
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8887130
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681473
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L19568
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64372
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N14806
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730558
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747281
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N72487
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681384
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934808
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934473
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L57729
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64256
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8P11058
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72327
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747286
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730547
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8917977
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681237
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N06028
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681236
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L89998
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64839
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L19569
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72021
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L30388
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934215
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N87284
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N72490
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8981955
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N14718
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8573281
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934471
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681477
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N13496
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747135
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681240
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N87995
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72120
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8939475
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N05724
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730932
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L57927
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681472
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8681479
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8981310
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N13333
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N06020
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730957
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64812
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934231
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N05567
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N06186
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730552
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72259
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8598579
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L89994
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N72208
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L30832
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L30819
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N72245
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8943164
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L64169
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M31035
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8N72448
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8943496
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8598790
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730973
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8981929
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730551
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8651784
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8651512
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730931
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8943761
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8L30848
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730565
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730563
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8934883
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730564
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730959
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730974
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747288
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747375
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8M72323
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8730553
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8598592
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8747088
body_mass,3,0.7731958762886598,150,2,1914616827,cal,8573989
