trait,target_island,target_island_name,repeat,repeat_seed,n_train_size,method,ringnumber,source_island,source_island_name
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19835,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19839,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19856,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19858,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19860,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19877,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19912,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19917,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19919,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19920,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19921,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19922,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19928,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19926,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19930,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19931,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19932,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19934,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19936,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19937,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19944,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19951,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19952,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19953,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19958,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19961,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19969,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19974,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19977,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19979,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19987,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19988,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19991,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19992,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19995,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L19998,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L26526,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L26538,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L26579,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L26586,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30001,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30059,13,Southern 3
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30090,13,Southern 3
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30164,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30167,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30168,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30180,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30185,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30249,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30260,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30286,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30289,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30298,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30300,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30320,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30352,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30354,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30355,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30363,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30372,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30388,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30396,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30416,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30444,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30445,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30446,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30449,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30459,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30467,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30473,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30485,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30499,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30500,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30591,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30597,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30598,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30599,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30631,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30633,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30634,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30641,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30667,13,Southern 3
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30695,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30696,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30709,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30712,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30748,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30750,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30752,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30753,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30759,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30760,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30761,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30762,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30763,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30764,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30765,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30766,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30767,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30768,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30771,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30772,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30777,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30778,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30779,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30780,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30781,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30782,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30783,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30784,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30807,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30809,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30813,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30819,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30829,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30832,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30847,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30848,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30851,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30859,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30876,1,Myken
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30882,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30890,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30920,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30922,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30947,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30963,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30972,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L30984,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48304,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48310,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48311,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48312,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48313,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48314,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48315,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48318,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48319,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48323,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48336,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48344,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48365,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48399,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48410,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48415,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48418,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48421,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48425,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48435,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48438,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48440,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48443,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48446,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48448,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48450,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48451,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48452,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48454,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48455,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48457,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48459,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48461,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48463,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48467,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48473,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48474,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48478,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48479,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48480,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48501,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48555,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48567,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48568,7,Onøy og Lurøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48578,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48598,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48610,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48651,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48661,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48662,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48691,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48692,0,Nesøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48735,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48738,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48742,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48744,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48745,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48746,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48750,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48752,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48754,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48755,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48756,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48757,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48759,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48761,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48764,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48765,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48768,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48780,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48781,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L48785,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49909,10,Aldra
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49910,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49930,1,Myken
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49934,1,Myken
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49957,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49963,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L49974,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52203,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52204,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52205,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52206,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52207,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52209,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52210,4,Gjerøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52211,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52212,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52221,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52223,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52224,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52228,8,Lovund
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52229,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52230,9,Sleneset
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52231,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52241,3,Selvær
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52243,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52249,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52284,2,Træna
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52303,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52305,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52310,5,Hestmannøy
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52315,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52320,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52324,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52327,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52328,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52329,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52330,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52334,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52338,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52340,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52342,12,Southern 2
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52344,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52345,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52347,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52352,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52353,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52357,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52361,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52362,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52372,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52375,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52377,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52378,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52379,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52381,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52383,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52384,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52386,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52387,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52388,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52389,11,Southern 1
body_mass,6,Indre Kvarøy,3,1125825237,4500,pevmean_ga,8L52390,11,Southern 1
