trait,target_island,cal_fraction,n_cal_samples,repeat,split_seed,subset,ringnr
wing,3,0.2094240837696335,40,9,285898197,cal,8N72448
wing,3,0.2094240837696335,40,9,285898197,cal,8934473
wing,3,0.2094240837696335,40,9,285898197,cal,8L64397
wing,3,0.2094240837696335,40,9,285898197,cal,8L19568
wing,3,0.2094240837696335,40,9,285898197,cal,8L57729
wing,3,0.2094240837696335,40,9,285898197,cal,8939419
wing,3,0.2094240837696335,40,9,285898197,cal,8L30388
wing,3,0.2094240837696335,40,9,285898197,cal,8N13745
wing,3,0.2094240837696335,40,9,285898197,cal,8N72208
wing,3,0.2094240837696335,40,9,285898197,cal,8681385
wing,3,0.2094240837696335,40,9,285898197,cal,8N72488
wing,3,0.2094240837696335,40,9,285898197,test,8L64169
wing,3,0.2094240837696335,40,9,285898197,test,8P14620
wing,3,0.2094240837696335,40,9,285898197,test,8651783
wing,3,0.2094240837696335,40,9,285898197,test,8730972
wing,3,0.2094240837696335,40,9,285898197,test,8651772
wing,3,0.2094240837696335,40,9,285898197,test,8M72259
wing,3,0.2094240837696335,40,9,285898197,test,8L30832
wing,3,0.2094240837696335,40,9,285898197,test,8747375
wing,3,0.2094240837696335,40,9,285898197,test,8730922
wing,3,0.2094240837696335,40,9,285898197,test,8M71700
wing,3,0.2094240837696335,40,9,285898197,test,8730973
wing,3,0.2094240837696335,40,9,285898197,test,8747492
wing,3,0.2094240837696335,40,9,285898197,test,8934471
wing,3,0.2094240837696335,40,9,285898197,test,8730548
wing,3,0.2094240837696335,40,9,285898197,test,8N87226
wing,3,0.2094240837696335,40,9,285898197,test,8887130
wing,3,0.2094240837696335,40,9,285898197,test,8730558
wing,3,0.2094240837696335,40,9,285898197,test,8681472
wing,3,0.2094240837696335,40,9,285898197,test,8747498
wing,3,0.2094240837696335,40,9,285898197,test,8N14718
wing,3,0.2094240837696335,40,9,285898197,test,8681248
wing,3,0.2094240837696335,40,9,285898197,test,8934215
wing,3,0.2094240837696335,40,9,285898197,test,8N06029
wing,3,0.2094240837696335,40,9,285898197,test,8573989
wing,3,0.2094240837696335,40,9,285898197,test,8934039
wing,3,0.2094240837696335,40,9,285898197,test,8L30829
wing,3,0.2094240837696335,40,9,285898197,test,8M31041
wing,3,0.2094240837696335,40,9,285898197,test,8887422
wing,3,0.2094240837696335,40,9,285898197,test,8730551
wing,3,0.2094240837696335,40,9,285898197,test,8L57789
wing,3,0.2094240837696335,40,9,285898197,test,8L52231
wing,3,0.2094240837696335,40,9,285898197,test,8L64812
wing,3,0.2094240837696335,40,9,285898197,test,8917841
wing,3,0.2094240837696335,40,9,285898197,test,8934231
wing,3,0.2094240837696335,40,9,285898197,test,8939824
wing,3,0.2094240837696335,40,9,285898197,test,8L64398
wing,3,0.2094240837696335,40,9,285898197,test,8939442
wing,3,0.2094240837696335,40,9,285898197,test,8681477
wing,3,0.2094240837696335,40,9,285898197,test,8M72323
wing,3,0.2094240837696335,40,9,285898197,test,8L52241
wing,3,0.2094240837696335,40,9,285898197,test,8730952
wing,3,0.418848167539267,80,9,756392697,cal,8L19568
wing,3,0.418848167539267,80,9,756392697,cal,8747287
wing,3,0.418848167539267,80,9,756392697,cal,8N13496
wing,3,0.418848167539267,80,9,756392697,cal,8N14718
wing,3,0.418848167539267,80,9,756392697,cal,8L57701
wing,3,0.418848167539267,80,9,756392697,cal,8917929
wing,3,0.418848167539267,80,9,756392697,cal,8N05946
wing,3,0.418848167539267,80,9,756392697,cal,8939475
wing,3,0.418848167539267,80,9,756392697,cal,8747286
wing,3,0.418848167539267,80,9,756392697,cal,8L64840
wing,3,0.418848167539267,80,9,756392697,cal,8N28177
wing,3,0.418848167539267,80,9,756392697,cal,8N72487
wing,3,0.418848167539267,80,9,756392697,cal,8730951
wing,3,0.418848167539267,80,9,756392697,cal,8L64169
wing,3,0.418848167539267,80,9,756392697,cal,8L64372
wing,3,0.418848167539267,80,9,756392697,cal,8681477
wing,3,0.418848167539267,80,9,756392697,cal,8681473
wing,3,0.418848167539267,80,9,756392697,cal,8M71673
wing,3,0.418848167539267,80,9,756392697,cal,8N28550
wing,3,0.418848167539267,80,9,756392697,cal,8730957
wing,3,0.418848167539267,80,9,756392697,cal,8651511
wing,3,0.418848167539267,80,9,756392697,cal,8L57729
wing,3,0.418848167539267,80,9,756392697,cal,8730553
wing,3,0.418848167539267,80,9,756392697,cal,8L64266
wing,3,0.418848167539267,80,9,756392697,cal,8981956
wing,3,0.418848167539267,80,9,756392697,cal,8N06029
wing,3,0.418848167539267,80,9,756392697,cal,8747161
wing,3,0.418848167539267,80,9,756392697,cal,8981929
wing,3,0.418848167539267,80,9,756392697,cal,8N87995
wing,3,0.418848167539267,80,9,756392697,cal,8939460
wing,3,0.418848167539267,80,9,756392697,cal,8N27901
wing,3,0.418848167539267,80,9,756392697,cal,8M71765
wing,3,0.418848167539267,80,9,756392697,cal,8651600
wing,3,0.418848167539267,80,9,756392697,cal,8M72120
wing,3,0.418848167539267,80,9,756392697,cal,8681248
wing,3,0.418848167539267,80,9,756392697,cal,8L64856
wing,3,0.418848167539267,80,9,756392697,cal,8730972
wing,3,0.418848167539267,80,9,756392697,cal,8747288
wing,3,0.418848167539267,80,9,756392697,cal,8917814
wing,3,0.418848167539267,80,9,756392697,cal,8M72259
wing,3,0.418848167539267,80,9,756392697,cal,8651772
wing,3,0.418848167539267,80,9,756392697,cal,8L30388
wing,3,0.418848167539267,80,9,756392697,cal,8747492
wing,3,0.418848167539267,80,9,756392697,cal,8N42229
wing,3,0.418848167539267,80,9,756392697,cal,8943496
wing,3,0.418848167539267,80,9,756392697,cal,8L52224
wing,3,0.418848167539267,80,9,756392697,cal,8934215
wing,3,0.418848167539267,80,9,756392697,cal,8N72245
wing,3,0.418848167539267,80,9,756392697,cal,8M72021
wing,3,0.418848167539267,80,9,756392697,cal,8L64256
wing,3,0.418848167539267,80,9,756392697,cal,8681479
wing,3,0.418848167539267,80,9,756392697,cal,8730973
wing,3,0.418848167539267,80,9,756392697,cal,8730564
wing,3,0.418848167539267,80,9,756392697,cal,8730932
wing,3,0.418848167539267,80,9,756392697,cal,8939419
wing,3,0.418848167539267,80,9,756392697,cal,8M72013
wing,3,0.418848167539267,80,9,756392697,cal,8N13333
wing,3,0.418848167539267,80,9,756392697,cal,8L48555
wing,3,0.418848167539267,80,9,756392697,cal,8598592
wing,3,0.418848167539267,80,9,756392697,cal,8L19540
wing,3,0.418848167539267,80,9,756392697,cal,8573989
wing,3,0.418848167539267,80,9,756392697,cal,8943164
wing,3,0.418848167539267,80,9,756392697,cal,8L89994
wing,3,0.418848167539267,80,9,756392697,cal,8L48574
wing,3,0.418848167539267,80,9,756392697,cal,8L19656
wing,3,0.418848167539267,80,9,756392697,cal,8L30809
wing,3,0.418848167539267,80,9,756392697,cal,8L88307
wing,3,0.418848167539267,80,9,756392697,cal,8730943
wing,3,0.418848167539267,80,9,756392697,cal,8N06028
wing,3,0.418848167539267,80,9,756392697,cal,8N72448
wing,3,0.418848167539267,80,9,756392697,cal,8730931
wing,3,0.418848167539267,80,9,756392697,cal,8P14665
wing,3,0.418848167539267,80,9,756392697,cal,8730959
wing,3,0.418848167539267,80,9,756392697,cal,8N72490
wing,3,0.418848167539267,80,9,756392697,cal,8917840
wing,3,0.418848167539267,80,9,756392697,cal,8N14733
wing,3,0.418848167539267,80,9,756392697,cal,8M71672
wing,3,0.418848167539267,80,9,756392697,cal,8747281
wing,3,0.418848167539267,80,9,756392697,cal,8N87226
wing,3,0.418848167539267,80,9,756392697,cal,8730558
wing,3,0.418848167539267,80,9,756392697,test,8N14806
wing,3,0.418848167539267,80,9,756392697,test,8917977
wing,3,0.418848167539267,80,9,756392697,test,8730938
wing,3,0.418848167539267,80,9,756392697,test,8981955
wing,3,0.418848167539267,80,9,756392697,test,8573281
wing,3,0.418848167539267,80,9,756392697,test,8N06186
wing,3,0.418848167539267,80,9,756392697,test,8857946
wing,3,0.418848167539267,80,9,756392697,test,8730552
wing,3,0.418848167539267,80,9,756392697,test,8730922
wing,3,0.418848167539267,80,9,756392697,test,8943473
wing,3,0.418848167539267,80,9,756392697,test,8651784
wing,3,0.418848167539267,80,9,756392697,test,8L30819
wing,3,0.418848167539267,80,9,756392697,test,8747135
wing,3,0.418848167539267,80,9,756392697,test,8M72243
wing,3,0.418848167539267,80,9,756392697,test,8887422
wing,3,0.418848167539267,80,9,756392697,test,8943474
wing,3,0.418848167539267,80,9,756392697,test,8L30832
wing,3,0.418848167539267,80,9,756392697,test,8681472
wing,3,0.418848167539267,80,9,756392697,test,8L19505
wing,3,0.418848167539267,80,9,756392697,test,8L30848
wing,3,0.418848167539267,80,9,756392697,test,8939544
wing,3,0.418848167539267,80,9,756392697,test,8681249
wing,3,0.418848167539267,80,9,756392697,test,8L52231
wing,3,0.418848167539267,80,9,756392697,test,8747158
wing,3,0.418848167539267,80,9,756392697,test,8730547
wing,3,0.418848167539267,80,9,756392697,test,8L64812
wing,3,0.418848167539267,80,9,756392697,test,8730927
wing,3,0.418848167539267,80,9,756392697,test,8L64839
wing,3,0.418848167539267,80,9,756392697,test,8598790
wing,3,0.418848167539267,80,9,756392697,test,8N72488
wing,3,0.418848167539267,80,9,756392697,test,8L52619
wing,3,0.418848167539267,80,9,756392697,test,8M31739
wing,3,0.418848167539267,80,9,756392697,test,8730551
wing,3,0.418848167539267,80,9,756392697,test,8730565
wing,3,0.418848167539267,80,9,756392697,test,8981536
wing,3,0.418848167539267,80,9,756392697,test,8L64398
wing,3,0.418848167539267,80,9,756392697,test,8681237
wing,3,0.418848167539267,80,9,756392697,test,8730548
wing,3,0.418848167539267,80,9,756392697,test,8981538
wing,3,0.418848167539267,80,9,756392697,test,8681240
wing,3,0.418848167539267,80,9,756392697,test,8L19688
wing,3,0.7853403141361257,150,9,1277989404,cal,8L57701
wing,3,0.7853403141361257,150,9,1277989404,cal,8573815
wing,3,0.7853403141361257,150,9,1277989404,cal,8730973
wing,3,0.7853403141361257,150,9,1277989404,cal,8N05946
wing,3,0.7853403141361257,150,9,1277989404,cal,8N06028
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19595
wing,3,0.7853403141361257,150,9,1277989404,cal,8M31041
wing,3,0.7853403141361257,150,9,1277989404,cal,8887130
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72114
wing,3,0.7853403141361257,150,9,1277989404,cal,8M71765
wing,3,0.7853403141361257,150,9,1277989404,cal,8747374
wing,3,0.7853403141361257,150,9,1277989404,cal,8981956
wing,3,0.7853403141361257,150,9,1277989404,cal,8934471
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72490
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72014
wing,3,0.7853403141361257,150,9,1277989404,cal,8943761
wing,3,0.7853403141361257,150,9,1277989404,cal,8681472
wing,3,0.7853403141361257,150,9,1277989404,cal,8747158
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72040
wing,3,0.7853403141361257,150,9,1277989404,cal,8L52224
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19505
wing,3,0.7853403141361257,150,9,1277989404,cal,8L89995
wing,3,0.7853403141361257,150,9,1277989404,cal,8934475
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72013
wing,3,0.7853403141361257,150,9,1277989404,cal,8598579
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72245
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64398
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72487
wing,3,0.7853403141361257,150,9,1277989404,cal,8730938
wing,3,0.7853403141361257,150,9,1277989404,cal,8730957
wing,3,0.7853403141361257,150,9,1277989404,cal,8681479
wing,3,0.7853403141361257,150,9,1277989404,cal,8M31035
wing,3,0.7853403141361257,150,9,1277989404,cal,8934473
wing,3,0.7853403141361257,150,9,1277989404,cal,8730959
wing,3,0.7853403141361257,150,9,1277989404,cal,8681247
wing,3,0.7853403141361257,150,9,1277989404,cal,8L30388
wing,3,0.7853403141361257,150,9,1277989404,cal,8N14718
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19568
wing,3,0.7853403141361257,150,9,1277989404,cal,8981955
wing,3,0.7853403141361257,150,9,1277989404,cal,8681473
wing,3,0.7853403141361257,150,9,1277989404,cal,8730552
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72326
wing,3,0.7853403141361257,150,9,1277989404,cal,8N05724
wing,3,0.7853403141361257,150,9,1277989404,cal,8L88307
wing,3,0.7853403141361257,150,9,1277989404,cal,8939544
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72323
wing,3,0.7853403141361257,150,9,1277989404,cal,8M31739
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72448
wing,3,0.7853403141361257,150,9,1277989404,cal,8917814
wing,3,0.7853403141361257,150,9,1277989404,cal,8730953
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72021
wing,3,0.7853403141361257,150,9,1277989404,cal,8P11058
wing,3,0.7853403141361257,150,9,1277989404,cal,8981538
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19540
wing,3,0.7853403141361257,150,9,1277989404,cal,8573989
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72327
wing,3,0.7853403141361257,150,9,1277989404,cal,8L48574
wing,3,0.7853403141361257,150,9,1277989404,cal,8747280
wing,3,0.7853403141361257,150,9,1277989404,cal,8681248
wing,3,0.7853403141361257,150,9,1277989404,cal,8651600
wing,3,0.7853403141361257,150,9,1277989404,cal,8730951
wing,3,0.7853403141361257,150,9,1277989404,cal,8681236
wing,3,0.7853403141361257,150,9,1277989404,cal,8M31112
wing,3,0.7853403141361257,150,9,1277989404,cal,8747497
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64266
wing,3,0.7853403141361257,150,9,1277989404,cal,8747287
wing,3,0.7853403141361257,150,9,1277989404,cal,8N13496
wing,3,0.7853403141361257,150,9,1277989404,cal,8N87995
wing,3,0.7853403141361257,150,9,1277989404,cal,8939419
wing,3,0.7853403141361257,150,9,1277989404,cal,8L30819
wing,3,0.7853403141361257,150,9,1277989404,cal,8L30848
wing,3,0.7853403141361257,150,9,1277989404,cal,8N06029
wing,3,0.7853403141361257,150,9,1277989404,cal,8730563
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72208
wing,3,0.7853403141361257,150,9,1277989404,cal,8L48555
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64397
wing,3,0.7853403141361257,150,9,1277989404,cal,8N87228
wing,3,0.7853403141361257,150,9,1277989404,cal,8981929
wing,3,0.7853403141361257,150,9,1277989404,cal,8857946
wing,3,0.7853403141361257,150,9,1277989404,cal,8730943
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19688
wing,3,0.7853403141361257,150,9,1277989404,cal,8N28550
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64175
wing,3,0.7853403141361257,150,9,1277989404,cal,8747281
wing,3,0.7853403141361257,150,9,1277989404,cal,8N27901
wing,3,0.7853403141361257,150,9,1277989404,cal,8747492
wing,3,0.7853403141361257,150,9,1277989404,cal,8730927
wing,3,0.7853403141361257,150,9,1277989404,cal,8598790
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64856
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64372
wing,3,0.7853403141361257,150,9,1277989404,cal,8917841
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72120
wing,3,0.7853403141361257,150,9,1277989404,cal,8681240
wing,3,0.7853403141361257,150,9,1277989404,cal,8M71672
wing,3,0.7853403141361257,150,9,1277989404,cal,8P14665
wing,3,0.7853403141361257,150,9,1277989404,cal,8887422
wing,3,0.7853403141361257,150,9,1277989404,cal,8M71700
wing,3,0.7853403141361257,150,9,1277989404,cal,8N14806
wing,3,0.7853403141361257,150,9,1277989404,cal,8L19569
wing,3,0.7853403141361257,150,9,1277989404,cal,8917977
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64839
wing,3,0.7853403141361257,150,9,1277989404,cal,8943164
wing,3,0.7853403141361257,150,9,1277989404,cal,8934472
wing,3,0.7853403141361257,150,9,1277989404,cal,8747375
wing,3,0.7853403141361257,150,9,1277989404,cal,8730554
wing,3,0.7853403141361257,150,9,1277989404,cal,8N28177
wing,3,0.7853403141361257,150,9,1277989404,cal,8934474
wing,3,0.7853403141361257,150,9,1277989404,cal,8N72488
wing,3,0.7853403141361257,150,9,1277989404,cal,8N87284
wing,3,0.7853403141361257,150,9,1277989404,cal,8934875
wing,3,0.7853403141361257,150,9,1277989404,cal,8730931
wing,3,0.7853403141361257,150,9,1277989404,cal,8681384
wing,3,0.7853403141361257,150,9,1277989404,cal,8N06020
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72259
wing,3,0.7853403141361257,150,9,1277989404,cal,8L57927
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72224
wing,3,0.7853403141361257,150,9,1277989404,cal,8730551
wing,3,0.7853403141361257,150,9,1277989404,cal,8934231
wing,3,0.7853403141361257,150,9,1277989404,cal,8730548
wing,3,0.7853403141361257,150,9,1277989404,cal,8943474
wing,3,0.7853403141361257,150,9,1277989404,cal,8730974
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64840
wing,3,0.7853403141361257,150,9,1277989404,cal,8L89998
wing,3,0.7853403141361257,150,9,1277989404,cal,8730945
wing,3,0.7853403141361257,150,9,1277989404,cal,8N13333
wing,3,0.7853403141361257,150,9,1277989404,cal,8L52231
wing,3,0.7853403141361257,150,9,1277989404,cal,8943473
wing,3,0.7853403141361257,150,9,1277989404,cal,8L89994
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72036
wing,3,0.7853403141361257,150,9,1277989404,cal,8934883
wing,3,0.7853403141361257,150,9,1277989404,cal,8943496
wing,3,0.7853403141361257,150,9,1277989404,cal,8681237
wing,3,0.7853403141361257,150,9,1277989404,cal,8N05567
wing,3,0.7853403141361257,150,9,1277989404,cal,8730932
wing,3,0.7853403141361257,150,9,1277989404,cal,8730547
wing,3,0.7853403141361257,150,9,1277989404,cal,8917929
wing,3,0.7853403141361257,150,9,1277989404,cal,8747498
wing,3,0.7853403141361257,150,9,1277989404,cal,8651511
wing,3,0.7853403141361257,150,9,1277989404,cal,8651783
wing,3,0.7853403141361257,150,9,1277989404,cal,8M72243
wing,3,0.7853403141361257,150,9,1277989404,cal,8939824
wing,3,0.7853403141361257,150,9,1277989404,cal,8651772
wing,3,0.7853403141361257,150,9,1277989404,cal,8L30829
wing,3,0.7853403141361257,150,9,1277989404,cal,8N42229
wing,3,0.7853403141361257,150,9,1277989404,cal,8939442
wing,3,0.7853403141361257,150,9,1277989404,cal,8730922
wing,3,0.7853403141361257,150,9,1277989404,cal,8N13745
wing,3,0.7853403141361257,150,9,1277989404,cal,8L64256
wing,3,0.7853403141361257,150,9,1277989404,cal,8730553
wing,3,0.7853403141361257,150,9,1277989404,cal,8747161
wing,3,0.7853403141361257,150,9,1277989404,test,8681249
wing,3,0.7853403141361257,150,9,1277989404,test,8P14620
wing,3,0.7853403141361257,150,9,1277989404,test,8L64169
wing,3,0.7853403141361257,150,9,1277989404,test,8747135
wing,3,0.7853403141361257,150,9,1277989404,test,8L64812
wing,3,0.7853403141361257,150,9,1277989404,test,8747088
wing,3,0.7853403141361257,150,9,1277989404,test,8939460
wing,3,0.7853403141361257,150,9,1277989404,test,8M71674
wing,3,0.7853403141361257,150,9,1277989404,test,8934215
wing,3,0.7853403141361257,150,9,1277989404,test,8681385
wing,3,0.7853403141361257,150,9,1277989404,test,8730558
