target_island,cal_fraction,repeat,split_seed,subset,ringnr
9,0.1,3,442033272,test,8747062
9,0.1,3,442033272,test,8747672
9,0.1,3,442033272,test,8N28009
9,0.1,3,442033272,test,8N28926
9,0.1,3,442033272,test,8N13286
9,0.1,3,442033272,test,8800147
9,0.1,3,442033272,test,8857261
9,0.1,3,442033272,test,8N72472
9,0.1,3,442033272,test,8681063
9,0.1,3,442033272,test,8L64849
9,0.1,3,442033272,test,8934241
9,0.1,3,442033272,test,8800698
9,0.1,3,442033272,test,8P14014
9,0.1,3,442033272,test,8M72297
9,0.1,3,442033272,test,8P26518
9,0.1,3,442033272,test,8L52229
9,0.1,3,442033272,test,8L57803
9,0.1,3,442033272,test,8732220
9,0.1,3,442033272,test,8N28538
9,0.1,8,2098946355,cal,8N28026
9,0.1,8,2098946355,cal,8L64178
9,0.1,8,2098946355,cal,8747569
9,0.1,8,2098946355,cal,8887364
9,0.1,8,2098946355,cal,8L30972
9,0.1,8,2098946355,cal,8L19610
9,0.1,8,2098946355,cal,8P26524
9,0.1,8,2098946355,cal,8P26527
9,0.1,8,2098946355,cal,8N27773
9,0.1,8,2098946355,cal,8732220
9,0.1,8,2098946355,cal,8P11606
9,0.1,8,2098946355,cal,8N87136
9,0.1,8,2098946355,cal,8747574
9,0.1,8,2098946355,cal,8L52695
9,0.1,8,2098946355,cal,8800147
9,0.1,8,2098946355,cal,8P11051
9,0.1,8,2098946355,test,8800146
9,0.1,8,2098946355,test,8939890
9,0.1,8,2098946355,test,8L19624
9,0.1,8,2098946355,test,8P14642
9,0.1,8,2098946355,test,8P26537
9,0.1,8,2098946355,test,8747862
9,0.1,8,2098946355,test,8L52688
9,0.1,8,2098946355,test,8934042
9,0.1,8,2098946355,test,8857261
9,0.1,8,2098946355,test,8N28223
9,0.1,8,2098946355,test,8681069
9,0.1,8,2098946355,test,8732525
9,0.1,8,2098946355,test,8747064
9,0.1,8,2098946355,test,8800548
9,0.1,8,2098946355,test,8800134
9,0.1,8,2098946355,test,8747295
9,0.1,8,2098946355,test,8747742
9,0.1,8,2098946355,test,8L52207
9,0.1,8,2098946355,test,8N28714
9,0.1,8,2098946355,test,8N28947
9,0.1,8,2098946355,test,8L57826
9,0.1,8,2098946355,test,8800160
9,0.1,8,2098946355,test,8681065
9,0.1,8,2098946355,test,8943159
9,0.1,8,2098946355,test,8P26578
9,0.1,8,2098946355,test,8L52230
9,0.1,8,2098946355,test,8N06178
9,0.1,8,2098946355,test,8P26525
9,0.1,8,2098946355,test,8N13425
9,0.1,8,2098946355,test,8800127
9,0.1,8,2098946355,test,8732626
9,0.1,8,2098946355,test,8651717
9,0.1,8,2098946355,test,8794325
9,0.1,8,2098946355,test,8747294
9,0.1,8,2098946355,test,8747675
9,0.1,8,2098946355,test,8917923
9,0.1,8,2098946355,test,8P26523
9,0.1,8,2098946355,test,8747293
9,0.1,8,2098946355,test,8N13216
9,0.1,8,2098946355,test,8P14641
9,0.1,8,2098946355,test,8857260
9,0.1,8,2098946355,test,8747290
9,0.1,8,2098946355,test,8N28024
9,0.1,8,2098946355,test,8N13286
9,0.1,8,2098946355,test,8N06432
9,0.1,8,2098946355,test,8747737
9,0.1,8,2098946355,test,8N28404
9,0.1,8,2098946355,test,8N72472
9,0.1,8,2098946355,test,8681066
9,0.1,8,2098946355,test,8N28009
9,0.1,8,2098946355,test,8N27717
9,0.1,8,2098946355,test,8681071
9,0.1,8,2098946355,test,8681201
9,0.1,8,2098946355,test,8934046
9,0.1,8,2098946355,test,8L57858
9,0.1,8,2098946355,test,8P26528
9,0.1,8,2098946355,test,8N06294
9,0.1,8,2098946355,test,8M72297
9,0.1,8,2098946355,test,8732605
9,0.1,8,2098946355,test,8N28926
9,0.1,8,2098946355,test,8N72067
9,0.1,8,2098946355,test,8L57857
9,0.1,8,2098946355,test,8747796
9,0.1,8,2098946355,test,8L64829
9,0.1,8,2098946355,test,8747487
9,0.1,8,2098946355,test,8L30813
9,0.1,8,2098946355,test,8730458
9,0.1,8,2098946355,test,8N28316
9,0.1,8,2098946355,test,8732531
9,0.1,8,2098946355,test,8N14803
9,0.1,8,2098946355,test,8887134
9,0.1,8,2098946355,test,8794343
9,0.1,8,2098946355,test,8800698
9,0.1,8,2098946355,test,8P26518
9,0.1,8,2098946355,test,8N72130
9,0.1,8,2098946355,test,8747672
9,0.1,8,2098946355,test,8P26526
9,0.1,8,2098946355,test,8N28541
9,0.1,8,2098946355,test,8N42154
9,0.1,8,2098946355,test,8P11257
9,0.1,8,2098946355,test,8N42214
9,0.1,8,2098946355,test,8L52603
9,0.1,8,2098946355,test,8L30984
9,0.1,8,2098946355,test,8N28530
9,0.1,8,2098946355,test,8794342
9,0.1,8,2098946355,test,8N28016
9,0.1,8,2098946355,test,8N72466
9,0.1,8,2098946355,test,8681068
9,0.1,8,2098946355,test,8N06295
9,0.1,8,2098946355,test,8N05916
9,0.1,8,2098946355,test,8N42063
9,0.1,8,2098946355,test,8N28528
9,0.1,8,2098946355,test,8747573
9,0.1,8,2098946355,test,8732615
9,0.1,8,2098946355,test,8N28578
9,0.1,8,2098946355,test,8747062
9,0.1,8,2098946355,test,8794339
9,0.1,8,2098946355,test,8794346
9,0.1,8,2098946355,test,8N28538
9,0.1,8,2098946355,test,8L64298
9,0.1,8,2098946355,test,8681067
9,0.1,8,2098946355,test,8681062
9,0.1,8,2098946355,test,8L89314
9,0.1,8,2098946355,test,8L26526
9,0.1,8,2098946355,test,8L57821
9,0.1,8,2098946355,test,8L52680
9,0.1,8,2098946355,test,8L57803
9,0.1,8,2098946355,test,8N72132
9,0.1,8,2098946355,test,8747955
9,0.1,8,2098946355,test,8857612
9,0.1,8,2098946355,test,8943053
9,0.1,8,2098946355,test,8857609
9,0.1,8,2098946355,test,8681213
9,0.1,8,2098946355,test,8N42130
9,0.1,8,2098946355,test,8N87692
9,0.1,8,2098946355,test,8800151
9,0.1,8,2098946355,test,8N13423
9,0.1,8,2098946355,test,8732625
9,0.1,8,2098946355,test,8P14680
9,0.1,8,2098946355,test,8747744
9,0.1,8,2098946355,test,8681063
9,0.1,8,2098946355,test,8P14014
9,0.1,8,2098946355,test,8887036
9,0.1,8,2098946355,test,8P14086
9,0.1,8,2098946355,test,8L64862
9,0.15,3,539161606,cal,8887134
9,0.15,3,539161606,cal,8N28026
9,0.15,3,539161606,cal,8P14086
9,0.15,3,539161606,cal,8747796
9,0.15,3,539161606,cal,8681070
9,0.15,3,539161606,cal,8N28404
9,0.15,3,539161606,cal,8N28024
9,0.15,3,539161606,cal,8L30972
9,0.15,3,539161606,cal,8N06294
9,0.15,3,539161606,cal,8681062
9,0.15,3,539161606,cal,8N13216
9,0.15,3,539161606,cal,8747744
9,0.15,3,539161606,cal,8934241
9,0.15,3,539161606,cal,8747290
9,0.15,3,539161606,cal,8732220
9,0.15,3,539161606,cal,8N28530
9,0.15,3,539161606,cal,8N28403
9,0.15,3,539161606,cal,8747575
9,0.15,3,539161606,cal,8747573
9,0.15,3,539161606,cal,8747675
9,0.15,3,539161606,cal,8L57821
9,0.15,3,539161606,cal,8732615
9,0.15,3,539161606,cal,8N13423
9,0.15,3,539161606,cal,8L57857
9,0.15,3,539161606,test,8939451
9,0.15,3,539161606,test,8681067
9,0.15,3,539161606,test,8N28926
9,0.15,3,539161606,test,8P26528
9,0.15,3,539161606,test,8747862
9,0.15,3,539161606,test,8N28223
9,0.15,3,539161606,test,8P26537
9,0.15,3,539161606,test,8800160
9,0.15,3,539161606,test,8857261
9,0.15,3,539161606,test,8L57803
9,0.15,3,539161606,test,8N28947
9,0.15,3,539161606,test,8N72130
9,0.15,3,539161606,test,8681213
9,0.15,3,539161606,test,8732525
9,0.15,3,539161606,test,8857612
9,0.15,3,539161606,test,8M72297
9,0.15,3,539161606,test,8651717
9,0.15,3,539161606,test,8L89312
9,0.15,3,539161606,test,8P26518
9,0.15,3,539161606,test,8794325
9,0.15,3,539161606,test,8800331
9,0.15,3,539161606,test,8N28714
9,0.15,3,539161606,test,8732531
9,0.15,3,539161606,test,8N42063
9,0.15,3,539161606,test,8800134
9,0.15,3,539161606,test,8N42130
9,0.15,3,539161606,test,8L52229
9,0.15,3,539161606,test,8L64298
9,0.15,3,539161606,test,8P26525
9,0.15,3,539161606,test,8730458
9,0.15,3,539161606,test,8747742
9,0.15,3,539161606,test,8P14680
9,0.15,3,539161606,test,8800147
9,0.15,3,539161606,test,8917923
9,0.15,3,539161606,test,8N28538
9,0.15,3,539161606,test,8N72132
9,0.15,3,539161606,test,8857257
9,0.15,3,539161606,test,8732610
9,0.15,3,539161606,test,8747062
9,0.15,3,539161606,test,8P14641
9,0.15,3,539161606,test,8681071
9,0.15,3,539161606,test,8L89314
9,0.15,3,539161606,test,8L57826
9,0.15,3,539161606,test,8L52207
9,0.15,3,539161606,test,8681201
9,0.15,3,539161606,test,8887364
9,0.15,3,539161606,test,8P26578
9,0.15,3,539161606,test,8934046
9,0.15,3,539161606,test,8N87136
9,0.15,3,539161606,test,8747293
9,0.15,3,539161606,test,8P26523
9,0.15,3,539161606,test,8747955
9,0.15,3,539161606,test,8N28541
9,0.15,3,539161606,test,8747295
9,0.15,3,539161606,test,8857260
9,0.15,3,539161606,test,8P26526
9,0.15,3,539161606,test,8857609
9,0.15,3,539161606,test,8747574
9,0.15,3,539161606,test,8939759
9,0.15,3,539161606,test,8800548
9,0.15,3,539161606,test,8L52695
9,0.15,3,539161606,test,8L30859
9,0.15,3,539161606,test,8N06178
9,0.15,3,539161606,test,8N06295
9,0.15,3,539161606,test,8L64829
9,0.15,3,539161606,test,8P11051
9,0.15,3,539161606,test,8N13425
9,0.15,3,539161606,test,8943053
9,0.15,3,539161606,test,8L26526
9,0.15,3,539161606,test,8L64178
9,0.15,3,539161606,test,8M72113
9,0.15,3,539161606,test,8N28009
9,0.15,3,539161606,test,8934042
9,0.15,3,539161606,test,8L64862
9,0.15,3,539161606,test,8L52680
9,0.15,3,539161606,test,8800698
9,0.15,3,539161606,test,8N14803
9,0.15,3,539161606,test,8681068
9,0.15,3,539161606,test,8747294
9,0.15,3,539161606,test,8N28405
9,0.15,3,539161606,test,8N13286
9,0.15,3,539161606,test,8N05916
9,0.15,3,539161606,test,8681069
9,0.15,3,539161606,test,8N06296
9,0.15,3,539161606,test,8L64849
9,0.15,3,539161606,test,8794346
9,0.15,3,539161606,test,8L52230
9,0.15,3,539161606,test,8800151
9,0.15,3,539161606,test,8747064
9,0.15,3,539161606,test,8747487
9,0.15,3,539161606,test,8N42214
9,0.15,3,539161606,test,8N72067
9,0.15,3,539161606,test,8732625
9,0.15,3,539161606,test,8L19624
9,0.15,3,539161606,test,8747672
9,0.15,3,539161606,test,8681066
9,0.15,3,539161606,test,8L30984
9,0.15,3,539161606,test,8N28578
9,0.15,3,539161606,test,8887036
9,0.15,3,539161606,test,8N42154
9,0.15,3,539161606,test,8N87692
9,0.15,3,539161606,test,8N72466
9,0.15,3,539161606,test,8N27717
9,0.15,3,539161606,test,8939890
9,0.15,3,539161606,test,8N06432
9,0.15,3,539161606,test,8P14014
9,0.15,3,539161606,test,8N72472
9,0.15,3,539161606,test,8747958
9,0.15,3,539161606,test,8943159
9,0.15,3,539161606,test,8943144
9,0.15,3,539161606,test,8N27773
9,0.15,3,539161606,test,8732626
9,0.15,3,539161606,test,8P26524
9,0.15,3,539161606,test,8L52688
9,0.15,3,539161606,test,8N28016
9,0.15,3,539161606,test,8L30813
9,0.15,3,539161606,test,8794326
9,0.15,3,539161606,test,8747569
9,0.15,3,539161606,test,8N28316
9,0.15,3,539161606,test,8747737
9,0.15,3,539161606,test,8L19610
9,0.15,3,539161606,test,8981742
9,0.15,3,539161606,test,8800146
9,0.15,3,539161606,test,8P11606
9,0.15,3,539161606,test,8800005
9,0.15,8,1607852785,cal,8L52603
9,0.15,8,1607852785,cal,8P26523
9,0.15,8,1607852785,cal,8N72466
9,0.15,8,1607852785,cal,8L57857
9,0.15,8,1607852785,cal,8N27717
9,0.15,8,1607852785,cal,8794339
9,0.15,8,1607852785,cal,8P26528
9,0.15,8,1607852785,cal,8M72113
9,0.15,8,1607852785,cal,8800160
9,0.15,8,1607852785,cal,8N28541
9,0.15,8,1607852785,cal,8747955
9,0.15,8,1607852785,cal,8747064
9,0.15,8,1607852785,cal,8747574
9,0.15,8,1607852785,cal,8857260
9,0.15,8,1607852785,cal,8L64829
9,0.15,8,1607852785,cal,8L30813
9,0.15,8,1607852785,cal,8747290
9,0.15,8,1607852785,cal,8939759
9,0.15,8,1607852785,cal,8N13423
9,0.15,8,1607852785,cal,8943053
9,0.15,8,1607852785,cal,8747742
9,0.15,8,1607852785,cal,8N28926
9,0.15,8,1607852785,cal,8887036
9,0.15,8,1607852785,cal,8N42214
9,0.15,8,1607852785,test,8934241
9,0.15,8,1607852785,test,8L19624
9,0.15,8,1607852785,test,8L57803
9,0.15,8,1607852785,test,8N28714
9,0.15,8,1607852785,test,8681062
9,0.15,8,1607852785,test,8747575
9,0.15,8,1607852785,test,8L30972
9,0.15,8,1607852785,test,8794325
9,0.15,8,1607852785,test,8732531
